"case"	"alternative"	"choice"	"distance"	"cost"	"intime"	"outtime"	"income"	"urban"
3464	"bus"	0	211	16.3	120	70	45	1
3464	"car"	1	211	40.09	148	0	45	1
3465	"train"	0	211	41.1	113	85	55	1
3465	"air"	0	211	125.45	40	86	55	1
3465	"bus"	0	211	16.3	120	70	55	1
3465	"car"	1	211	40.09	148	0	55	1
3466	"train"	0	211	41.1	113	85	55	1
3466	"air"	0	211	125.45	40	86	55	1
3466	"bus"	0	211	16.3	120	70	55	1
3466	"car"	1	211	40.09	148	0	55	1
3467	"train"	0	211	41.1	113	85	45	1
3467	"air"	0	211	125.45	40	86	45	1
3467	"bus"	0	211	16.3	120	70	45	1
3467	"car"	1	211	40.09	148	0	45	1
3468	"train"	0	211	41.1	113	85	70	1
3468	"air"	0	211	125.45	40	86	70	1
3468	"bus"	0	211	16.3	120	70	70	1
3468	"car"	1	211	40.09	148	0	70	1
3469	"train"	0	211	41.1	113	85	55	1
3469	"air"	0	211	125.45	40	86	55	1
3469	"bus"	0	211	16.3	120	70	55	1
3469	"car"	1	211	40.09	148	0	55	1
3470	"train"	0	211	41.1	113	85	45	1
3470	"air"	0	211	125.45	40	86	45	1
3470	"bus"	0	211	16.3	120	70	45	1
3470	"car"	1	211	40.09	148	0	45	1
3471	"train"	0	201	42.75	132	85	70	1
3471	"air"	0	201	128.2	40	90	70	1
3471	"bus"	0	201	16.7	140	73	70	1
3471	"car"	1	201	38.19	134	0	70	1
3472	"train"	0	201	42.75	132	85	70	1
3472	"air"	0	201	128.2	40	90	70	1
3472	"bus"	0	201	16.7	140	73	70	1
3472	"car"	1	201	38.19	134	0	70	1
3473	"train"	0	201	42.75	132	85	35	1
3473	"air"	0	201	128.2	40	90	35	1
3473	"bus"	0	201	16.7	140	73	35	1
3473	"car"	1	201	38.19	134	0	35	1
3474	"train"	0	201	42.75	132	85	55	1
3474	"air"	0	201	128.2	40	90	55	1
3474	"bus"	0	201	16.7	140	73	55	1
3474	"car"	1	201	38.19	134	0	55	1
3475	"train"	0	201	42.75	132	85	15	1
3475	"air"	0	201	128.2	40	90	15	1
3475	"bus"	0	201	16.7	140	73	15	1
3475	"car"	1	201	38.19	134	0	15	1
3476	"train"	0	206	42.2	132	80	70	1
3476	"air"	0	206	128.85	40	93	70	1
3476	"bus"	0	206	16.9	140	70	70	1
3476	"car"	1	206	39.14	141	0	70	1
3477	"train"	0	206	42.2	132	80	55	1
3477	"air"	0	206	128.85	40	93	55	1
3477	"bus"	0	206	16.9	140	70	55	1
3477	"car"	1	206	39.14	141	0	55	1
3478	"train"	1	206	40.2	132	72	45	1
3478	"air"	0	206	134.75	40	90	45	1
3478	"bus"	0	206	16.85	140	68	45	1
3478	"car"	0	206	39.14	141	0	45	1
3479	"train"	1	206	40.2	132	72	55	1
3479	"air"	0	206	134.75	40	90	55	1
3479	"bus"	0	206	16.85	140	68	55	1
3479	"car"	0	206	39.14	141	0	55	1
3480	"train"	0	206	40.2	132	72	70	1
3480	"air"	1	206	134.75	40	90	70	1
3480	"bus"	0	206	16.85	140	68	70	1
3480	"car"	0	206	39.14	141	0	70	1
3481	"train"	0	206	40.2	132	72	15	1
3481	"air"	0	206	134.75	40	90	15	1
3481	"bus"	0	206	16.85	140	68	15	1
3481	"car"	1	206	39.14	141	0	15	1
3482	"train"	0	206	40.2	132	72	23	1
3482	"air"	0	206	134.75	40	90	23	1
3482	"bus"	0	206	16.85	140	68	23	1
3482	"car"	1	206	39.14	141	0	23	1
3483	"train"	0	206	40.2	132	72	25	1
3483	"air"	0	206	134.75	40	90	25	1
3483	"bus"	0	206	16.85	140	68	25	1
3483	"car"	1	206	39.14	141	0	25	1
3484	"train"	0	206	41.2	132	85	35	1
3484	"air"	0	206	135.3	40	100	35	1
3484	"bus"	0	206	17.6	140	75	35	1
3484	"car"	1	206	39.14	141	0	35	1
3485	"train"	0	206	41.2	132	85	70	1
3485	"air"	0	206	135.3	40	100	70	1
3485	"bus"	0	206	17.6	140	75	70	1
3485	"car"	1	206	39.14	141	0	70	1
3486	"train"	0	206	41.7	132	87	55	1
3486	"air"	0	206	136.2	40	95	55	1
3486	"bus"	0	206	17.3	140	80	55	1
3486	"car"	1	206	39.14	141	0	55	1
3487	"train"	0	211	43.2	132	90	70	1
3487	"air"	0	211	137.8	40	105	70	1
3487	"bus"	0	211	18.3	140	85	70	1
3487	"car"	1	211	40.09	148	0	70	1
3488	"train"	0	211	43.2	132	90	25	1
3488	"air"	0	211	137.8	40	105	25	1
3488	"bus"	0	211	18.3	140	85	25	1
3488	"car"	1	211	40.09	148	0	25	1
3489	"train"	0	211	43.2	132	90	70	1
3489	"air"	0	211	137.8	40	105	70	1
3489	"bus"	0	211	18.3	140	85	70	1
3489	"car"	1	211	40.09	148	0	70	1
3490	"train"	0	157	46.2	132	150	35	0
3490	"air"	0	157	138.2	40	125	35	0
3490	"bus"	0	157	16.8	120	75	35	0
3490	"car"	1	157	29.83	117	0	35	0
3491	"train"	0	157	46.2	132	150	45	0
3491	"air"	0	157	138.2	40	125	45	0
3491	"bus"	0	157	16.8	120	75	45	0
3491	"car"	1	157	29.83	117	0	45	0
3492	"train"	1	220	42.2	132	90	70	0
3492	"air"	0	220	134.2	40	99	70	0
3492	"bus"	0	220	18.8	140	85	70	0
3492	"car"	0	220	41.8	148	0	70	0
3493	"train"	0	220	42.2	132	90	55	0
3493	"air"	0	220	134.2	40	99	55	0
3493	"bus"	0	220	18.8	140	85	55	0
3493	"car"	1	220	41.8	148	0	55	0
3494	"train"	0	220	42.2	132	90	35	0
3494	"air"	0	220	134.2	40	99	35	0
3494	"bus"	0	220	18.8	140	85	35	0
3494	"car"	1	220	41.8	148	0	35	0
3495	"train"	1	213	43.7	132	90	70	0
3495	"air"	0	213	134.55	40	103	70	0
3495	"bus"	0	213	16.3	140	70	70	0
3495	"car"	0	213	40.47	142	0	70	0
3496	"train"	0	213	43.7	132	90	45	0
3496	"air"	0	213	134.55	40	103	45	0
3496	"bus"	0	213	16.3	140	70	45	0
3496	"car"	1	213	40.47	142	0	45	0
3497	"train"	0	213	43.7	132	90	70	0
3497	"air"	0	213	134.55	40	103	70	0
3497	"bus"	0	213	16.3	140	70	70	0
3497	"car"	1	213	40.47	142	0	70	0
3498	"train"	0	213	43.7	132	90	70	0
3498	"air"	0	213	134.55	40	103	70	0
3498	"bus"	0	213	16.3	140	70	70	0
3498	"car"	1	213	40.47	142	0	70	0
3499	"train"	0	213	43.7	132	90	55	0
3499	"air"	0	213	134.55	40	103	55	0
3499	"bus"	0	213	16.3	140	70	55	0
3499	"car"	1	213	40.47	142	0	55	0
3500	"train"	0	213	43.7	132	90	55	0
3500	"air"	0	213	134.55	40	103	55	0
3500	"bus"	0	213	16.3	140	70	55	0
3500	"car"	1	213	40.47	142	0	55	0
3501	"train"	0	213	43.7	132	90	5	0
3501	"air"	0	213	134.55	40	103	5	0
3501	"bus"	0	213	16.3	140	70	5	0
3501	"car"	1	213	40.47	142	0	5	0
3502	"train"	0	213	43.7	132	90	70	0
3502	"air"	0	213	134.55	40	103	70	0
3502	"bus"	0	213	16.3	140	70	70	0
3502	"car"	1	213	40.47	142	0	70	0
3503	"train"	0	273	44.2	132	99	35	0
3503	"air"	0	273	129.5	40	95	35	0
3503	"bus"	0	273	16.8	140	90	35	0
3503	"car"	1	273	51.87	185	0	35	0
3504	"train"	0	273	44.2	132	99	70	0
3504	"air"	0	273	129.5	40	95	70	0
3504	"bus"	0	273	16.8	140	90	70	0
3504	"car"	1	273	51.87	185	0	70	0
3505	"train"	0	157	42.85	113	88	35	0
3505	"air"	0	157	132	40	98	35	0
3505	"bus"	0	157	16.8	120	80	35	0
3505	"car"	1	157	29.83	108	0	35	0
3506	"train"	0	183	45.2	113	105	15	0
3506	"air"	0	183	138.2	40	110	15	0
3506	"bus"	0	183	16.8	120	90	15	0
3506	"car"	1	183	34.77	130	0	15	0
3507	"train"	0	244	44.2	132	112	23	0
3507	"air"	0	244	138.2	40	120	23	0
3507	"bus"	0	244	16.8	140	95	23	0
3507	"car"	1	244	46.36	167	0	23	0
3510	"train"	1	419	66.15	329	70	25	0
3510	"air"	0	419	153.4	70	78	25	0
3510	"bus"	0	419	37.01	377	66	25	0
3510	"car"	0	419	79.61	267	0	25	0
3511	"train"	0	419	66.15	329	70	45	0
3511	"air"	0	419	153.4	70	78	45	0
3511	"bus"	0	419	37.01	377	66	45	0
3511	"car"	1	419	79.61	267	0	45	0
3512	"train"	0	419	66.15	329	70	70	0
3512	"air"	0	419	153.4	70	78	70	0
3512	"bus"	0	419	37.01	377	66	70	0
3512	"car"	1	419	79.61	267	0	70	0
3513	"train"	0	422	66.7	356	78	55	0
3513	"air"	1	422	154.4	70	86	55	0
3513	"bus"	0	422	36.51	377	66	55	0
3513	"car"	0	422	80.18	272	0	55	0
3514	"train"	0	422	66.7	356	78	70	0
3514	"air"	1	422	154.4	70	86	70	0
3514	"bus"	0	422	36.51	377	66	70	0
3514	"car"	0	422	80.18	272	0	70	0
3515	"train"	0	422	66.7	356	78	45	0
3515	"air"	0	422	154.4	70	86	45	0
3515	"bus"	0	422	36.51	377	66	45	0
3515	"car"	1	422	80.18	272	0	45	0
3516	"train"	0	422	66.7	356	78	55	0
3516	"air"	0	422	154.4	70	86	55	0
3516	"bus"	0	422	36.51	377	66	55	0
3516	"car"	1	422	80.18	272	0	55	0
3517	"train"	0	422	66.7	356	78	45	0
3517	"air"	0	422	154.4	70	86	45	0
3517	"bus"	0	422	36.51	377	66	45	0
3517	"car"	1	422	80.18	272	0	45	0
3518	"train"	0	428	70.4	356	90	45	0
3518	"air"	1	428	162.4	70	95	45	0
3518	"bus"	0	428	36.76	377	75	45	0
3518	"car"	0	428	81.32	280	0	45	0
3519	"train"	0	446	70.4	356	90	70	0
3519	"air"	0	446	150.4	70	78	70	0
3519	"bus"	0	446	36.76	377	75	70	0
3519	"car"	1	446	84.74	292	0	70	0
3520	"train"	0	563	70.4	356	90	55	0
3520	"air"	0	563	162.4	70	90	55	0
3520	"bus"	0	563	38.76	377	75	55	0
3520	"car"	1	563	106.97	388	0	55	0
3521	"train"	0	277	50.2	132	105	70	0
3521	"air"	0	277	138.2	40	115	70	0
3521	"bus"	0	277	17.8	140	95	70	0
3521	"car"	1	277	52.63	186	0	70	0
3523	"train"	0	629	72.4	356	130	24	0
3523	"air"	0	629	162.4	70	90	24	0
3523	"bus"	0	629	39.76	377	115	24	0
3523	"car"	1	629	119.51	442	0	24	0
3524	"train"	0	629	72.4	356	130	35	0
3524	"air"	0	629	162.4	70	90	35	0
3524	"bus"	0	629	39.76	377	115	35	0
3524	"car"	1	629	119.51	442	0	35	0
3525	"train"	0	629	72.4	356	130	70	0
3525	"air"	0	629	162.4	70	90	70	0
3525	"bus"	0	629	39.76	377	115	70	0
3525	"car"	1	629	119.51	442	0	70	0
3526	"train"	0	319	42.1	113	115	55	1
3526	"air"	0	319	125.45	40	116	55	1
3526	"bus"	0	319	17.3	120	100	55	1
3526	"car"	1	319	60.61	259	0	55	1
3527	"train"	0	319	42.1	113	115	70	1
3527	"air"	0	319	125.45	40	116	70	1
3527	"bus"	0	319	17.3	120	100	70	1
3527	"car"	1	319	60.61	259	0	70	1
3528	"train"	0	319	42.1	113	115	70	1
3528	"air"	0	319	125.45	40	116	70	1
3528	"bus"	0	319	17.3	120	100	70	1
3528	"car"	1	319	60.61	259	0	70	1
3529	"train"	0	309	43.75	132	115	70	1
3529	"air"	0	309	128.2	40	120	70	1
3529	"bus"	0	309	17.7	140	103	70	1
3529	"car"	1	309	58.71	245	0	70	1
3530	"train"	0	309	43.75	132	115	25	1
3530	"air"	0	309	128.2	40	120	25	1
3530	"bus"	0	309	17.7	140	103	25	1
3530	"car"	1	309	58.71	245	0	25	1
3531	"train"	0	309	43.75	132	115	70	1
3531	"air"	0	309	128.2	40	120	70	1
3531	"bus"	0	309	17.7	140	103	70	1
3531	"car"	1	309	58.71	245	0	70	1
3532	"train"	0	314	41.2	132	102	35	1
3532	"air"	0	314	134.75	40	120	35	1
3532	"bus"	0	314	17.85	140	98	35	1
3532	"car"	1	314	59.66	252	0	35	1
3533	"train"	0	361	47.2	132	180	35	0
3533	"air"	0	361	138.2	40	155	35	0
3533	"bus"	0	361	17.8	120	105	35	0
3533	"car"	1	361	68.59	285	0	35	0
3534	"train"	0	361	47.2	132	180	70	0
3534	"air"	0	361	138.2	40	155	70	0
3534	"bus"	0	361	17.8	120	105	70	0
3534	"car"	1	361	68.59	285	0	70	0
3535	"train"	0	321	44.7	132	120	35	0
3535	"air"	0	321	134.55	40	133	35	0
3535	"bus"	0	321	17.3	140	100	35	0
3535	"car"	1	321	60.99	253	0	35	0
3538	"train"	0	530	67.7	356	108	55	0
3538	"air"	0	530	154.4	70	116	55	0
3538	"bus"	0	530	37.51	377	96	55	0
3538	"car"	1	530	100.7	383	0	55	0
3540	"train"	1	737	73.4	356	160	5	0
3540	"air"	0	737	162.4	70	120	5	0
3540	"bus"	0	737	40.76	377	145	5	0
3540	"car"	0	737	140.03	553	0	5	0
3541	"train"	0	142	38.6	120	90	55	0
3541	"air"	0	142	155.3	46	180	55	0
3541	"bus"	0	142	17.06	115	84	55	0
3541	"car"	1	142	26.98	116	0	55	0
3542	"train"	0	142	38.6	120	90	35	0
3542	"air"	0	142	155.3	46	180	35	0
3542	"bus"	0	142	17.06	115	84	35	0
3542	"car"	1	142	26.98	116	0	35	0
3543	"train"	0	142	38.6	120	90	35	0
3543	"air"	0	142	155.3	46	180	35	0
3543	"bus"	0	142	17.06	115	84	35	0
3543	"car"	1	142	26.98	116	0	35	0
3544	"train"	0	142	38.6	120	90	25	0
3544	"air"	0	142	155.3	46	180	25	0
3544	"bus"	0	142	17.06	115	84	25	0
3544	"car"	1	142	26.98	116	0	25	0
3545	"train"	0	142	38.6	120	90	45	0
3545	"air"	0	142	155.3	46	180	45	0
3545	"bus"	0	142	17.06	115	84	45	0
3545	"car"	1	142	26.98	116	0	45	0
3546	"train"	0	301	56.6	193	110	45	0
3546	"air"	0	301	143.3	46	103	45	0
3546	"bus"	0	301	25.96	186	100	45	0
3546	"car"	1	301	57.19	249	0	45	0
3547	"train"	0	313	43.8	120	150	35	0
3547	"air"	0	313	155.3	46	155	35	0
3547	"bus"	0	313	18.36	115	105	35	0
3547	"car"	1	313	59.47	238	0	35	0
3549	"train"	0	209	38.6	120	83	45	0
3549	"air"	0	209	155.3	46	175	45	0
3549	"bus"	0	209	15.06	115	79	45	0
3549	"car"	1	209	39.71	146	0	45	0
3550	"train"	0	209	38.6	120	83	70	0
3550	"air"	0	209	155.3	46	175	70	0
3550	"bus"	0	209	15.06	115	79	70	0
3550	"car"	1	209	39.71	146	0	70	0
3551	"train"	0	209	38.6	120	83	45	0
3551	"air"	0	209	155.3	46	175	45	0
3551	"bus"	0	209	15.06	115	79	45	0
3551	"car"	1	209	39.71	146	0	45	0
3552	"train"	0	209	38.6	120	83	35	0
3552	"air"	0	209	155.3	46	175	35	0
3552	"bus"	0	209	15.06	115	79	35	0
3552	"car"	1	209	39.71	146	0	35	0
3553	"train"	0	282	48.6	170	88	55	0
3553	"air"	0	282	145.3	46	98	55	0
3553	"bus"	0	282	26.96	186	100	55	0
3553	"car"	1	282	53.58	207	0	55	0
3554	"train"	0	282	48.6	170	88	45	0
3554	"air"	0	282	145.3	46	98	45	0
3554	"bus"	0	282	26.96	186	100	45	0
3554	"car"	1	282	53.58	207	0	45	0
3555	"train"	0	282	48.6	170	88	45	0
3555	"air"	0	282	145.3	46	98	45	0
3555	"bus"	0	282	26.96	186	100	45	0
3555	"car"	1	282	53.58	207	0	45	0
3556	"train"	0	300	52.35	166	83	55	0
3556	"air"	0	300	146.3	46	98	55	0
3556	"bus"	1	300	24.21	186	86	55	0
3556	"car"	0	300	57	203	0	55	0
3557	"train"	0	300	52.35	166	83	55	0
3557	"air"	0	300	146.3	46	98	55	0
3557	"bus"	0	300	24.21	186	86	55	0
3557	"car"	1	300	57	203	0	55	0
3558	"train"	0	300	52.35	166	83	45	0
3558	"air"	0	300	146.3	46	98	45	0
3558	"bus"	0	300	24.21	186	86	45	0
3558	"car"	1	300	57	203	0	45	0
3559	"train"	0	303	52.9	193	91	15	0
3559	"air"	0	303	147.3	46	106	15	0
3559	"bus"	1	303	23.71	186	86	15	0
3559	"car"	0	303	57.57	207	0	15	0
3560	"train"	0	303	52.9	193	91	70	0
3560	"air"	0	303	147.3	46	106	70	0
3560	"bus"	0	303	23.71	186	86	70	0
3560	"car"	1	303	57.57	207	0	70	0
3561	"train"	0	303	52.9	193	91	45	0
3561	"air"	0	303	147.3	46	106	45	0
3561	"bus"	0	303	23.71	186	86	45	0
3561	"car"	1	303	57.57	207	0	45	0
3562	"train"	0	303	52.9	193	91	70	0
3562	"air"	0	303	147.3	46	106	70	0
3562	"bus"	0	303	23.71	186	86	70	0
3562	"car"	1	303	57.57	207	0	70	0
3563	"train"	0	303	52.9	193	91	70	0
3563	"air"	0	303	147.3	46	106	70	0
3563	"bus"	0	303	23.71	186	86	70	0
3563	"car"	1	303	57.57	207	0	70	0
3564	"train"	0	303	52.9	193	91	70	0
3564	"air"	0	303	147.3	46	106	70	0
3564	"bus"	0	303	23.71	186	86	70	0
3564	"car"	1	303	57.57	207	0	70	0
3565	"train"	1	309	56.6	193	103	25	0
3565	"air"	0	309	155.3	46	115	25	0
3565	"bus"	0	309	23.96	186	95	25	0
3565	"car"	0	309	58.71	215	0	25	0
3567	"train"	0	238	43.8	120	143	70	0
3567	"air"	0	238	155.3	46	150	70	0
3567	"bus"	0	238	16.36	115	100	70	0
3567	"car"	1	238	45.22	183	0	70	0
3568	"train"	0	238	43.8	120	143	70	0
3568	"air"	0	238	155.3	46	150	70	0
3568	"bus"	0	238	16.36	115	100	70	0
3568	"car"	1	238	45.22	183	0	70	0
3569	"train"	0	238	43.8	120	143	55	0
3569	"air"	0	238	155.3	46	150	55	0
3569	"bus"	0	238	16.36	115	100	55	0
3569	"car"	1	238	45.22	183	0	55	0
3570	"train"	0	464	58.1	193	133	70	0
3570	"air"	0	464	155.3	46	130	70	0
3570	"bus"	0	464	26.96	186	125	70	0
3570	"car"	1	464	88.16	326	0	70	0
3571	"train"	0	510	58.6	193	143	55	0
3571	"air"	0	510	155.3	46	110	55	0
3571	"bus"	0	510	26.96	186	135	55	0
3571	"car"	1	510	96.9	377	0	55	0
3572	"train"	0	178	38.6	120	80	35	0
3572	"air"	0	178	155.3	46	170	35	0
3572	"bus"	0	178	15.06	115	74	35	0
3572	"car"	1	178	33.82	128	0	35	0
3573	"train"	0	178	38.6	120	80	45	0
3573	"air"	0	178	155.3	46	170	45	0
3573	"bus"	0	178	15.06	115	74	45	0
3573	"car"	1	178	33.82	128	0	45	0
3574	"train"	1	272	52.9	193	88	45	0
3574	"air"	0	272	147.3	46	101	45	0
3574	"bus"	0	272	23.71	186	81	45	0
3574	"car"	0	272	51.68	188	0	45	0
3575	"train"	0	272	52.9	193	88	70	0
3575	"air"	0	272	147.3	46	101	70	0
3575	"bus"	0	272	23.71	186	81	70	0
3575	"car"	1	272	51.68	188	0	70	0
3576	"train"	0	272	52.9	193	88	70	0
3576	"air"	0	272	147.3	46	101	70	0
3576	"bus"	0	272	23.71	186	81	70	0
3576	"car"	1	272	51.68	188	0	70	0
3577	"train"	0	272	52.9	193	88	35	0
3577	"air"	0	272	147.3	46	101	35	0
3577	"bus"	0	272	23.71	186	81	35	0
3577	"car"	1	272	51.68	188	0	35	0
3578	"train"	0	207	43.8	120	140	45	0
3578	"air"	0	207	155.3	46	145	45	0
3578	"bus"	0	207	16.36	115	95	45	0
3578	"car"	1	207	39.33	164	0	45	0
3579	"train"	0	207	43.8	120	140	45	0
3579	"air"	0	207	155.3	46	145	45	0
3579	"bus"	0	207	16.36	115	95	45	0
3579	"car"	1	207	39.33	164	0	45	0
3580	"train"	0	195	39.8	120	95	45	0
3580	"air"	0	195	155.3	46	125	45	0
3580	"bus"	0	195	16.36	115	85	45	0
3580	"car"	1	195	37.05	142	0	45	0
3581	"train"	0	195	39.8	120	95	70	0
3581	"air"	0	195	155.3	46	125	70	0
3581	"bus"	0	195	16.36	115	85	70	0
3581	"car"	1	195	37.05	142	0	70	0
3582	"train"	0	195	39.8	120	95	35	0
3582	"air"	0	195	155.3	46	125	35	0
3582	"bus"	0	195	16.36	115	85	35	0
3582	"car"	1	195	37.05	142	0	35	0
3583	"train"	0	200	40.6	120	95	55	0
3583	"air"	0	200	155.3	46	180	55	0
3583	"bus"	0	200	15.06	115	89	55	0
3583	"car"	1	200	38	156	0	55	0
3584	"train"	0	200	40.6	120	95	15	0
3584	"air"	0	200	155.3	46	180	15	0
3584	"bus"	0	200	15.06	115	89	15	0
3584	"car"	1	200	38	156	0	15	0
3585	"train"	0	350	42.8	120	120	70	0
3585	"air"	0	350	155.3	46	175	70	0
3585	"bus"	0	350	19.36	115	110	70	0
3585	"car"	1	350	66.5	281	0	70	0
3586	"train"	0	350	42.8	120	120	70	0
3586	"air"	0	350	155.3	46	175	70	0
3586	"bus"	0	350	19.36	115	110	70	0
3586	"car"	1	350	66.5	281	0	70	0
3587	"train"	0	350	42.8	120	120	25	0
3587	"air"	0	350	155.3	46	175	25	0
3587	"bus"	0	350	19.36	115	110	25	0
3587	"car"	1	350	66.5	281	0	25	0
3588	"train"	0	291	54.35	166	95	55	0
3588	"air"	0	291	146.3	46	103	55	0
3588	"bus"	0	291	24.21	186	96	55	0
3588	"car"	1	291	55.29	212	0	55	0
3589	"train"	0	294	54.9	193	103	55	0
3589	"air"	0	294	147.3	46	111	55	0
3589	"bus"	0	294	23.71	186	96	55	0
3589	"car"	1	294	55.86	217	0	55	0
3590	"train"	0	294	54.9	193	103	70	0
3590	"air"	0	294	147.3	46	111	70	0
3590	"bus"	0	294	23.71	186	96	70	0
3590	"car"	1	294	55.86	217	0	70	0
3591	"train"	0	318	58.6	193	115	25	0
3591	"air"	0	318	143.3	46	103	25	0
3591	"bus"	0	318	23.96	186	105	25	0
3591	"car"	1	318	60.42	237	0	25	0
3592	"train"	0	435	58.6	193	115	70	0
3592	"air"	0	435	155.3	46	115	70	0
3592	"bus"	0	435	25.96	186	105	70	0
3592	"car"	1	435	82.65	333	0	70	0
3594	"train"	0	229	45.8	120	155	55	0
3594	"air"	0	229	155.3	46	155	55	0
3594	"bus"	0	229	16.36	115	110	55	0
3594	"car"	1	229	43.51	193	0	55	0
3595	"train"	0	298	58.6	193	115	45	0
3595	"air"	0	298	147.3	46	110	45	0
3595	"bus"	0	298	23.96	186	105	45	0
3595	"car"	1	298	56.62	225	0	45	0
3596	"train"	0	298	58.6	193	115	45	0
3596	"air"	0	298	147.3	46	110	45	0
3596	"bus"	0	298	23.96	186	105	45	0
3596	"car"	1	298	56.62	225	0	45	0
3597	"train"	0	501	60.6	193	155	35	0
3597	"air"	0	501	155.3	46	115	35	0
3597	"bus"	0	501	26.96	186	145	35	0
3597	"car"	1	501	95.19	387	0	35	0
3598	"train"	0	137	38.05	120	70	35	0
3598	"air"	0	137	147.3	46	162	35	0
3598	"bus"	0	137	15.06	115	64	35	0
3598	"car"	1	137	26.03	100	0	35	0
3599	"train"	0	137	38.05	120	70	35	0
3599	"air"	0	137	147.3	46	162	35	0
3599	"bus"	0	137	15.06	115	64	35	0
3599	"car"	1	137	26.03	100	0	35	0
3600	"train"	0	137	38.05	120	70	35	0
3600	"air"	0	137	147.3	46	162	35	0
3600	"bus"	0	137	15.06	115	64	35	0
3600	"car"	1	137	26.03	100	0	35	0
3601	"train"	0	137	38.05	120	70	55	0
3601	"air"	0	137	147.3	46	162	55	0
3601	"bus"	0	137	15.06	115	64	55	0
3601	"car"	1	137	26.03	100	0	55	0
3602	"train"	0	137	38.05	120	70	45	0
3602	"air"	0	137	147.3	46	162	45	0
3602	"bus"	0	137	15.06	115	64	45	0
3602	"car"	1	137	26.03	100	0	45	0
3603	"train"	0	137	38.05	120	70	35	0
3603	"air"	0	137	147.3	46	162	35	0
3603	"bus"	0	137	15.06	115	64	35	0
3603	"car"	1	137	26.03	100	0	35	0
3604	"train"	0	137	38.05	120	70	55	0
3604	"air"	0	137	147.3	46	162	55	0
3604	"bus"	0	137	15.06	115	64	55	0
3604	"car"	1	137	26.03	100	0	55	0
3605	"train"	0	137	38.05	120	70	45	0
3605	"air"	0	137	147.3	46	162	45	0
3605	"bus"	0	137	15.06	115	64	45	0
3605	"car"	1	137	26.03	100	0	45	0
3606	"train"	0	137	38.05	120	70	15	0
3606	"air"	0	137	147.3	46	162	15	0
3606	"bus"	0	137	15.06	115	64	15	0
3606	"car"	1	137	26.03	100	0	15	0
3607	"train"	0	137	38.05	120	70	25	0
3607	"air"	0	137	147.3	46	162	25	0
3607	"bus"	0	137	15.06	115	64	25	0
3607	"car"	1	137	26.03	100	0	25	0
3608	"train"	0	137	38.05	120	70	70	0
3608	"air"	0	137	147.3	46	162	70	0
3608	"bus"	0	137	15.06	115	64	70	0
3608	"car"	1	137	26.03	100	0	70	0
3609	"train"	0	137	38.05	120	70	70	0
3609	"air"	0	137	147.3	46	162	70	0
3609	"bus"	0	137	15.06	115	64	70	0
3609	"car"	1	137	26.03	100	0	70	0
3610	"train"	0	287	40.25	120	95	70	0
3610	"air"	0	287	147.3	46	157	70	0
3610	"bus"	0	287	19.36	115	85	70	0
3610	"car"	1	287	54.53	225	0	70	0
3611	"train"	0	287	40.25	120	95	45	0
3611	"air"	0	287	147.3	46	157	45	0
3611	"bus"	0	287	19.36	115	85	45	0
3611	"car"	1	287	54.53	225	0	45	0
3612	"train"	1	228	51.8	166	70	70	0
3612	"air"	0	228	138.3	46	85	70	0
3612	"bus"	0	228	24.21	186	71	70	0
3612	"car"	0	228	43.32	156	0	70	0
3613	"train"	0	228	51.8	166	70	45	0
3613	"air"	1	228	138.3	46	85	45	0
3613	"bus"	0	228	24.21	186	71	45	0
3613	"car"	0	228	43.32	156	0	45	0
3614	"train"	0	228	51.8	166	70	45	0
3614	"air"	0	228	138.3	46	85	45	0
3614	"bus"	0	228	24.21	186	71	45	0
3614	"car"	1	228	43.32	156	0	45	0
3615	"train"	0	228	51.8	166	70	55	0
3615	"air"	0	228	138.3	46	85	55	0
3615	"bus"	0	228	24.21	186	71	55	0
3615	"car"	1	228	43.32	156	0	55	0
3616	"train"	0	231	52.35	193	78	70	0
3616	"air"	0	231	139.3	46	93	70	0
3616	"bus"	0	231	23.71	186	71	70	0
3616	"car"	1	231	43.89	161	0	70	0
3617	"train"	0	231	52.35	193	78	55	0
3617	"air"	0	231	139.3	46	93	55	0
3617	"bus"	0	231	23.71	186	71	55	0
3617	"car"	1	231	43.89	161	0	55	0
3618	"train"	0	231	52.35	193	78	55	0
3618	"air"	0	231	139.3	46	93	55	0
3618	"bus"	0	231	23.71	186	71	55	0
3618	"car"	1	231	43.89	161	0	55	0
3619	"train"	0	231	52.35	193	78	5	0
3619	"air"	0	231	139.3	46	93	5	0
3619	"bus"	0	231	23.71	186	71	5	0
3619	"car"	1	231	43.89	161	0	5	0
3620	"train"	0	231	52.35	193	78	45	0
3620	"air"	0	231	139.3	46	93	45	0
3620	"bus"	0	231	23.71	186	71	45	0
3620	"car"	1	231	43.89	161	0	45	0
3621	"train"	0	231	52.35	193	78	55	0
3621	"air"	0	231	139.3	46	93	55	0
3621	"bus"	0	231	23.71	186	71	55	0
3621	"car"	1	231	43.89	161	0	55	0
3622	"train"	0	255	56.05	193	90	25	0
3622	"air"	0	255	135.3	46	85	25	0
3622	"bus"	0	255	23.96	186	80	25	0
3622	"car"	1	255	48.45	181	0	25	0
3623	"train"	0	255	56.05	193	90	55	0
3623	"air"	0	255	135.3	46	85	55	0
