schlcode	enrollment	enrollment_boys	enrollment_girls	c_num4rd	c_type	flgrm4	mrkgrm4	ngrm4	flmth4	mrkmth4	nmth4	towncode	popcode	grade	classid	classize	mathsize	avgmath	passmath	verbsize	avgverb	passverb	disadvantaged	c_num5rd	flgrm5	mrkgrm5	ngrm5	flmth5	mrkmth5	nmth5
51304	92	45	47		3							50005	11	5	3	29	26	69.885384	11.478461	27	72.214073	22.187407	15	4	18.18	75	77	15.79	68	76
51305	45	22	23		2							50005	11	5	1	23	22	76.32	22.700001	22	85.089996	13.6	1	2	9.3000002	83	43	20.93	76	43
51305	45	22	23		2							50005	11	5	2	22	21	76.519997	19	21	80.620003	4.8000002	1	2	9.3000002	83	43	20.93	76	43
51307	80	41	39		3							50005	11	5	1	26	24	85.290001	4.1999998	24	84.580002	12.5	0	3	3.95	86	76	6.4899998	85	77
51307	80	41	39		3							50005	11	5	2	29	28	83	10.7	27	87.849998	0	0	3	3.95	86	76	6.4899998	85	77
51307	80	41	39		3							50005	11	5	3	25	25	86.839996	4	25	85.639999	0	0	3	3.95	86	76	6.4899998	85	77
51308	34	18	16		1							50005	11	5	1	27	25	55.68	40	25	69.760002	28	14	2	21.74	72	23	34.779999	59	23
51309	94	53	41		3							64006	11	5	1	32	31	64.870003	35.5	31	75.709999	25.799999	5	3	14.94	78	87	18.389999	72	87
51309	94	53	41		3							64006	11	5	2	32	29	79	10.3	29	81.410004	6.9000001	5	3	14.94	78	87	18.389999	72	87
51309	94	53	41		3							64006	11	5	3	30	27	71.93	7.4000001	27	77.07	11.1	5	3	14.94	78	87	18.389999	72	87
51310	79	37	42		3							62000	11	5	1	28	25	52.52	56	24	68.919998	33.299999	14	3	49.32	62	73	59.459999	46	74
51310	79	37	42		3							62000	11	5	2	24	23	38.830002	65.199997	23	61.09	52.200001	14	3	49.32	62	73	59.459999	46	74
51310	79	37	42		3							62000	11	5	3	27	26	45.23	57.700001	26	57.459999	61.5	14	3	49.32	62	73	59.459999	46	74
51311	108	58	50		3							66001	11	5	2	36	36	59.75	38.900002	33	73.580002	24.200001	5	3	21.65	76	97	33.669998	63	98
51311	108	58	50		3							66001	11	5	3	36	38	56.369999	36.799999	33	73.550003	30.299999	5	3	21.65	76	97	33.669998	63	98
51311	108	58	50		3							66001	11	5	1	36	24	78.372498	20.869167	31	81.184196	9.7274189	5	3	21.65	76	97	33.669998	63	98
51312	54	27	27		2							50005	11	5	1	27	22	64.550003	22.700001	22	69.050003	31.799999	23	2	22.219999	72	45	31.110001	65	45
51312	54	27	27		2							50005	11	5	2	27	23	65.129997	39.099998	23	75.300003	13	23	2	22.219999	72	45	31.110001	65	45
51313	84	42	42		3							66001	11	5	1	29	30	65.269997	20	30	77.699997	16.700001	9	3	17.65	77	85	25.879999	65	85
51313	84	42	42		3							66001	11	5	2	30	30	67.769997	30	30	77.370003	13.3	9	3	17.65	77	85	25.879999	65	85
51313	84	42	42		3							66001	11	5	3	25	25	61.919998	28	25	74.239998	24	9	3	17.65	77	85	25.879999	65	85
51314	119	63	56		3							66001	11	5	1	41	38	68.239998	18.4	38	74.629997	31.6	11	3	28.18	75	110	29.09	67	110
51314	119	63	56		3							66001	11	5	2	40	38	65.550003	36.799999	37	75.349998	29.700001	11	3	28.18	75	110	29.09	67	110
51314	119	63	56		3							66001	11	5	3	38	37	66.220001	32.400002	37	75.190002	27	11	3	28.18	75	110	29.09	67	110
51315	80	40	40		2							66001	11	5	2	40	39	59.540001	33.299999	38	70.739998	28.9	9	2	26.92	73	78	36.709999	59	79
51315	80	40	40		2							66001	11	5	1	40	40	58.473499	40.034752	40	75.147003	25.039	9	2	26.92	73	78	36.709999	59	79
51316	46	15	31		2							86009	11	5	1	22	22	77.730003	13.6	22	81.860001	4.5	2	2	10.87	83	46	13.04	77	46
51316	46	15	31		2							86009	11	5	2	24	24	77	12.5	24	84.330002	16.700001	2	2	10.87	83	46	13.04	77	46
51317	74	35	39		2							62000	11	5	1	37	37	70.730003	5.4000001	37	75.160004	24.299999	8	2	20.83	76	72	13.89	71	72
51317	74	35	39		2							62000	11	5	2	37	35	70.540001	22.9	35	77.089996	17.1	8	2	20.83	76	72	13.89	71	72
51318	92	48	44		3							64006	11	5	2	30	28	82.290001	3.5999999	27	86	11.1	4	3	11.84	81	76	5.1300001	78	78
51318	92	48	44		3							64006	11	5	3	29	29	76.660004	3.4000001	28	75.18	14.3	4	3	11.84	81	76	5.1300001	78	78
51318	92	48	44		3							64006	11	5	1	33	21	74.130478	9.5590477	21	82.331429	9.5114288	4	3	11.84	81	76	5.1300001	78	78
51319	70	39	31		2							26203	11	5	1	28	27	66.519997	29.6	27	69.959999	29.6	8	3	29.629999	73	54	27.27	69	55
51319	70	39	31		2							26203	11	5	2	31	29	70.309998	27.6	28	74.43	32.099998	8	3	29.629999	73	54	27.27	69	55
51320	118	57	61		3							66001	11	5	1	39	39	63.669998	33.299999	39	75.540001	15.4	5	3	24.780001	72	113	24.559999	63	114
51320	118	57	61		3							66001	11	5	2	39	37	66.779999	8.1000004	36	75.639999	19.4	5	3	24.780001	72	113	24.559999	63	114
51320	118	57	61		3							66001	11	5	3	40	38	58.950001	31.6	38	66.370003	39.5	5	3	24.780001	72	113	24.559999	63	114
51322	45	22	23		2							50005	11	5	1	22	21	70.57	28.6	21	80.379997	9.5	1	2	7.1399999	85	42	18.18	79	44
51322	45	22	23		2							50005	11	5	2	23	23	86.040001	8.6999998	21	90.43	4.8000002	1	2	7.1399999	85	42	18.18	79	44
51323	41	19	22		1							50005	11	5	1	41	34	85.910004	2.9000001	33	89.269997	3	2	1	3.03	89	33	2.9400001	86	34
51324	93	46	47		3							66001	11	5	1	32	28	60.139999	46.400002	28	70.32	32.099998	10	3	27.27	73	88	32.18	63	87
51324	93	46	47		3							66001	11	5	2	31	31	58.970001	32.299999	30	72.769997	23.299999	10	3	27.27	73	88	32.18	63	87
51324	93	46	47		3							66001	11	5	3	30	28	70.18	17.9	28	75.43	25	10	3	27.27	73	88	32.18	63	87
51330	114	52	62		3							62000	11	5	1	38	37	56.779999	43.200001	36	64.220001	41.700001	8	3	22.120001	72	104	25.959999	67	104
51330	114	52	62		3							62000	11	5	2	38	38	65.550003	23.700001	38	71.550003	21.1	8	3	22.120001	72	104	25.959999	67	104
51330	114	52	62		3							62000	11	5	3	38	37	74.410004	18.9	36	73.940002	13.9	8	3	22.120001	72	104	25.959999	67	104
51331	85	42	43		2							26500	11	5	1	37	35	78.940002	2.9000001	32	84.410004	6.3000002	6	3	7.04	84	71	4.0500002	79	74
51331	85	42	43		2							26500	11	5	2	39	39	79.053848	5.0820513	39	83.663589	7.6471796	6	3	7.04	84	71	4.0500002	79	74
51332	107	58	49		3							26500	11	5	1	35	34	76.209999	17.6	34	78.589996	20.6	4	3	20.59	79	102	14.71	73	102
51332	107	58	49		3							26500	11	5	2	36	36	72.529999	19.4	36	76.580002	22.200001	4	3	20.59	79	102	14.71	73	102
51332	107	58	49		3							26500	11	5	3	36	36	69	13.9	36	77.080002	25	4	3	20.59	79	102	14.71	73	102
51333	119	66	53		3							64006	11	5	1	36	34	71.32	14.7	34	75.120003	20.6	6	4	15.69	78	102	12.75	74	102
51333	119	66	53		3							64006	11	5	2	34	31	75.610001	9.6999998	31	80.480003	9.6999998	6	4	15.69	78	102	12.75	74	102
51333	119	66	53		3							64006	11	5	3	38	37	76	13.5	37	78.029999	16.200001	6	4	15.69	78	102	12.75	74	102
51334	119	59	60		3							50005	11	5	1	39	34	74.910004	8.8000002	34	86.82	5.9000001	0	3	7.6900001	86	104	9.6199999	75	104
51334	119	59	60		3							50005	11	5	2	38	34	72.879997	11.8	34	86.790001	11.8	0	3	7.6900001	86	104	9.6199999	75	104
51334	119	59	60		3							50005	11	5	3	42	36	78.279999	8.3000002	36	84.970001	5.5999999	0	3	7.6900001	86	104	9.6199999	75	104
51335	72	30	42		2							86009	11	5	2	36	36	71.529999	19.4	36	79.5	11.1	3	2	15.28	78	72	16.67	71	72
51335	72	30	42		2							86009	11	5	1	36	36	70.470001	13.94	36	76.5	19.459999	3	2	15.28	78	72	16.67	71	72
51338	80	43	37		2							66001	12	5	1	39	36	52.389999	55.599998	36	62.860001	52.799999	12	2	49.330002	64	75	53.330002	53	75
51338	80	43	37		2							66001	12	5	2	41	39	53.740002	51.299999	39	65.099998	46.200001	12	2	49.330002	64	75	53.330002	53	75
51339	71	39	32		2							62000	11	5	1	39	40	82.050003	15	40	83.25	20	18	2	20.9	81	67	19.4	77	67
51339	71	39	32		2							62000	11	5	2	34	27	69.330002	25.9	27	76.779999	22.200001	18	2	20.9	81	67	19.4	77	67
51340	67	41	26		3							50005	11	5	1	23	22	76.860001	0	22	77.589996	9.1000004	8	3	18.639999	74	59	11.86	71	59
51340	67	41	26		3							50005	11	5	2	24	22	66.269997	27.299999	22	71.18	31.799999	8	3	18.639999	74	59	11.86	71	59
51340	67	41	26		3							50005	11	5	3	20	15	69.342667	6.6093335	15	72.870667	13.330667	8	3	18.639999	74	59	11.86	71	59
51341	85	48	37		3							66001	11	5	1	29	27	69.110001	25.9	27	73.410004	25.9	10	3	19.23	77	78	26.25	71	80
51341	85	48	37		3							66001	11	5	2	28	26	63.540001	42.299999	25	75.32	24	10	3	19.23	77	78	26.25	71	80
51341	85	48	37		3							66001	11	5	3	28	27	79.330002	11.1	26	81.769997	7.6999998	10	3	19.23	77	78	26.25	71	80
51346	99	53	46		3							62000	11	5	1	33	31	56.650002	51.599998	31	63.939999	41.900002	13	3	51.689999	62	89	49.450001	57	91
51346	99	53	46		3							62000	11	5	2	33	31	55.68	45.200001	30	57.970001	63.299999	13	3	51.689999	62	89	49.450001	57	91
51346	99	53	46		3							62000	11	5	3	33	29	57.48	51.700001	28	64.290001	50	13	3	51.689999	62	89	49.450001	57	91
51347	154	88	66		4							66001	11	5	1	38	37	65	24.299999	37	67.489998	43.200001	4	4	36.18	71	152	27.629999	65	152
51347	154	88	66		4							66001	11	5	2	39	39	60.360001	25.6	39	74.82	33.299999	4	4	36.18	71	152	27.629999	65	152
51347	154	88	66		4							66001	11	5	3	40	39	64.360001	35.900002	39	70.050003	41	4	4	36.18	71	152	27.629999	65	152
51347	154	88	66		4							66001	11	5	4	37	37	68.760002	24.299999	37	71.510002	27	4	4	36.18	71	152	27.629999	65	152
51352	118	63	55		3							64006	11	5	1	39	34	82.059998	0	34	83.290001	11.8	3	3	9.2799997	83	97	4.1199999	82	97
51352	118	63	55		3							64006	11	5	2	39	32	82.629997	6.3000002	32	84.25	6.3000002	3	3	9.2799997	83	97	4.1199999	82	97
51352	118	63	55		3							64006	11	5	3	40	31	79.870003	6.5	31	81.68	9.6999998	3	3	9.2799997	83	97	4.1199999	82	97
51353	70	36	34		2							66001	11	5	2	34	34	56.790001	44.099998	33	73.849998	39.400002	9	2	32.810001	72	64	44.779999	61	67
51353	70	36	34		2							66001	11	5	1	36	33	65.337578	45.480606	31	70.030647	25.794838	9	2	32.810001	72	64	44.779999	61	67
51354	104	55	49		3							62000	11	5	1	34	32	65.5	28.1	32	73.690002	21.9	6	3	22.450001	73	98	32.650002	61	98
51354	104	55	49		3							62000	11	5	2	35	33	60.360001	36.400002	33	70.910004	18.200001	6	3	22.450001	73	98	32.650002	61	98
51354	104	55	49		3							62000	11	5	3	35	33	57.276363	33.312122	33	74.420906	27.233334	6	3	22.450001	73	98	32.650002	61	98
51356	27	11	16		1							26500	12	5	1	27	26	56.119999	34.599998	26	69.730003	30.799999	23	1	30.77	70	26	34.619999	56	26
51360	99	43	56		3							66001	11	5	1	30	30	71.970001	6.6999998	30	80.230003	6.6999998	3	3	12.77	79	94	7.4499998	73	94
51360	99	43	56		3							66001	11	5	3	35	35	72.709999	14.3	35	77.489998	14.3	3	3	12.77	79	94	7.4499998	73	94
51360	99	43	56		3							66001	11	5	2	33	29	74.41552		29	79.550003	17.202759	3	3	12.77	79	94	7.4499998	73	94
51361	74	37	37		2							66001	11	5	1	37	34	65.790001	35.299999	34	76.760002	26.5	5	2	18.309999	79	71	28.17	69	71
51361	74	37	37		2							66001	11	5	2	37	37	72.43	21.6	37	81.300003	10.8	5	2	18.309999	79	71	28.17	69	71
51364	63	32	31		2							64006	11	5	1	31	30	73.300003	23.299999	29	76.169998	20.700001	9	2	18.639999	77	59	17.459999	73	63
51364	63	32	31		2							64006	11	5	2	32	33	73.610001	12.1	30	77.57	16.700001	9	2	18.639999	77	59	17.459999	73	63
51365	68	31	37		2							50005	11	5	1	34	32	70.220001	15.6	32	85.970001	9.3999996	0	2	7.8099999	87	64	10.94	73	64
51365	68	31	37		2							50005	11	5	2	34	32	75.779999	6.2800002	32	88.029999	6.2199998	0	2	7.8099999	87	64	10.94	73	64
51367	12	12	0		1							62000	12	5	1	12	12	64.419998	25	12	74	50	24	1	50	74	12	25	65	12
51368	66	34	32		2							50005	11	5	1	32	30	77.800003	10	30	88.07	0	1	2	0	89	62	8.0600004	79	62
51368	66	34	32		2							50005	11	5	2	34	32	79.629997	6.3000002	32	89.339996	0	1	2	0	89	62	8.0600004	79	62
51369	76	33	43		3							62000	11	5	1	23	23	56.959999	43.5	22	69.730003	54.5	10	3	25	72	60	30	63	60
51369	76	33	43		3							62000	11	5	2	27	26	63.419998	38.5	26	68.150002	23.1	10	3	25	72	60	30	63	60
51369	76	33	43		3							62000	11	5	3	26	21	53.330002	33.299999	21	69.620003	23.799999	10	3	25	72	60	30	63	60
51371	142	71	71		4							66001	11	5	1	37	37	76.760002	13.5	37	75.589996	8.1000004	4	4	16.299999	76	135	21.32	73	136
51371	142	71	71		4							66001	11	5	2	37	35	69.459999	20	35	77.940002	17.1	4	4	16.299999	76	135	21.32	73	136
51371	142	71	71		4							66001	11	5	3	38	35	73.830002	31.4	35	77.370003	17.1	4	4	16.299999	76	135	21.32	73	136
51371	142	71	71		4							66001	11	5	4	30	29	72.279999	20.700001	28	73.18	25	4	4	16.299999	76	135	21.32	73	136
51372	106	51	55		3							66001	11	5	1	34	32	57.16	37.5	31	71.389999	35.5	9	3	27.27	75	99	33.330002	65	102
51372	106	51	55		3							66001	11	5	2	37	37	70.139999	21.6	37	77.080002	32.400002	9	3	27.27	75	99	33.330002	65	102
51372	106	51	55		3							66001	11	5	3	35	33	65.879997	42.400002	31	75.349998	12.9	9	3	27.27	75	99	33.330002	65	102
51375	28	11	17		1							24000	11	5	1	28	23	54.52	34.799999	22	57.59	59.099998	16	1	59.09	58	22	34.779999	55	23
51412	37	20	17		1							66001	11	5	1	37	37	66.970001	40.5	37	71.779999	21.6	3	1	21.620001	72	37	40.540001	67	37
61001	55	27	28		2							4002	12	5	1	28	27	62	37	27	63.59	44.400002	45	2	32.080002	68	53	35.849998	60	53
61001	55	27	28		2							4002	12	5	2	27	26	56.959999	34.599998	26	72.879997	19.200001	45	2	32.080002	68	53	35.849998	60	53
61003	69	40	29		2							26005	11	5	1	29	28	66.32	10.7	28	78.639999	17.9	10	3	27.780001	76	54	16.67	64	54
61003	69	40	29		2							26005	11	5	2	26	26	62.459999	23.1	26	73.230003	38.5	10	3	27.780001	76	54	16.67	64	54
61004	18	9	9		1							26005	12	5	1	18	17	70.760002	5.9000001	17	73.879997	11.8	14	1	11.76	74	17	5.8800001	71	17
61005	49	28	21		1							7724	11	5	1	38	38	66.580002	18.4	38	76.18	18.4	26	2	18.42	76	38	18.42	67	38
61006	24	12	12		1							315	11	5	1	24	21	67.480003	28.6	19	64.050003	36.799999	33	1	36.84	64	19	28.57	68	21
61007	44	28	16		1							315	11	5	1	36	36	68.860001	19.4	35	71.800003	20	32	2	20	72	35	19.440001	69	36
61008	33	16	17		1							315	12	5	1	24	22	58.09	45.5	22	74.139999	36.400002	50	2	36.360001	74	22	45.450001	58	22
61009	88	49	39		2							703	11	5	1	41	34	63.18	29.4	34	76.209999	17.6	15	3	18.84	76	69	27.540001	62	69
61009	88	49	39		2							703	11	5	2	40	35	60.853714	25.733143	35	75.795998	20.044571	15	3	18.84	76	69	27.540001	62	69
61012	61	27	34		2							71001	11	5	1	29	29	71.790001	10.3	29	80.760002	17.200001	7	2	13.79	79	58	15.52	70	58
61012	61	27	34		2							71001	11	5	2	32	29	69	20.700001	29	77.339996	10.3	7	2	13.79	79	58	15.52	70	58
61013	36	21	15		2							71001	11	5	2	18	18	64.220001	11.1	18	64.110001	38.900002	32	2	41.669998	66	36	25	66	36
61013	36	21	15		2							71001	11	5	1	18	18	67.779999	38.900002	18	67.889999	44.439999	32	2	41.669998	66	36	25	66	36
61016	61	27	34		2							71001	11	5	1	30	23	69.959999	21.700001	23	69	26.1	28	2	31.91	69	47	34.040001	68	47
61016	61	27	34		2							71001	11	5	2	31	24	66.879997	45.799999	24	68.169998	37.5	28	2	31.91	69	47	34.040001	68	47
61018	66	30	36		2							71001	12	5	1	34	33	76.550003	18.200001	33	79.849998	12.1	14	2	15.38	79	65	27.690001	71	65
61018	66	30	36		2							71001	12	5	2	32	32	65.5	37.5	32	78.559998	18.799999	14	2	15.38	79	65	27.690001	71	65
61019	30	19	11		1							71001	12	5	1	30	28	75.290001	7.0999999	28	78.07	10.7	44	1	10.71	78	28	7.1399999	75	28
61020	72	36	36		2							71001	12	5	2	31	31	55.84	41.900002	31	66.769997	35.5	48	3	37.700001	68	61	30	61	60
61020	72	36	36		2							71001	12	5	1	30	29	66.515862	17.27931	30	69.271004	39.973331	48	3	37.700001	68	61	30	61	60
61021	110	56	54		3							1552	11	5	1	30	30	62.169998	23.299999	30	76.769997	23.299999	4	4	22.58	76	93	27.17	63	92
61021	110	56	54		3							1552	11	5	2	34	33	63	24.200001	33	71.209999	33.299999	4	4	22.58	76	93	27.17	63	92
61021	110	56	54		3							1552	11	5	3	31	29	63.85862	34.553104	30	80.499001	10.068	4	4	22.58	76	93	27.17	63	92
61022	13	7	6		1							3996	11	5	1	12	13	67.849998	46.200001	13	72.919998	23.1	1	1	23.08	73	13	46.150002	68	13
61023	89	42	47		3							90001	11	5	1	32	29	58.48	34.5	29	73.830002	24.1	23	3	30	73	80	34.52	58	84
61023	89	42	47		3							90001	11	5	3	29	26	60.27	26.9	24	73.669998	29.200001	23	3	30	73	80	34.52	58	84
61023	89	42	47		3							90001	11	5	2	32	29	55.484829	41.371723	27	71.512962	37.048149	23	3	30	73	80	34.52	58	84
61024	89	43	46		3									5	1	35	35	58.630001	48.599998	35	79	14.3	20	3						
61024	89	43	46		3									5	2	28	28	61.959999	25	27	75.959999	18.5	20	3						
61024	89	43	46		3									5	3	27	27	58.889999	25.9	27	67.669998	29.6	20	3						
61025	62	32	30		2							90001	11	5	2	33	31	65.550003	12.9	29	65.790001	48.299999	23	2	40	68	55	23.33	63	60
61025	62	32	30		2							90001	11	5	1	32	29	60.274139	34.479309	26	70.464996	30.742308	23	2	40	68	55	23.33	63	60
61026	55	28	27		2							90001	11	5	1	28	25	62.639999	40	25	63.68	48	31	2	46.150002	62	52	41.509998	57	53
61026	55	28	27		2							90001	11	5	2	28	28	52.790001	42.900002	27	59.779999	44.400002	31	2	46.150002	62	52	41.509998	57	53
61027	69	32	37		2							90001	11	5	1	35	34	57.290001	41.200001	32	62.380001	34.400002	31	2	41.939999	62	62	43.48	55	69
61027	69	32	37		2							90001	11	5	2	36	35	53.540001	45.700001	30	61.57	50	31	2	41.939999	62	62	43.48	55	69
61030	57	31	26		2							90001	11	5	1	28	27	70.959999	3.7	27	72.410004	18.5	15	2	29.09	73	55	12.73	70	55
61030	57	31	26		2							90001	11	5	2	29	28	68.32	21.4	28	73.860001	39.299999	15	2	29.09	73	55	12.73	70	55
61031	38	23	15		1							90001	11	5	1	38	37	66.589996	21.6	36	66.830002	50	28	1	50	67	36	21.620001	67	37
61032	109	59	50		3							90001	11	5	1	28	30	58.799999	26.700001	28	66.459999	46.400002	17	5	45.779999	65	83	27.91	60	86
61032	109	59	50		3							90001	11	5	2	30	28	63.790001	28.6	28	69.18	28.6	17	5	45.779999	65	83	27.91	60	86
61032	109	59	50		3							90001	11	5	3	28	28	56.43	28.6	27	60.369999	63	17	5	45.779999	65	83	27.91	60	86
61033	93	50	43		3							90001	11	5	1	33	31	59.709999	41.900002	23	66.220001	47.799999	10	3	46.049999	63	76	32.560001	60	86
61033	93	50	43		3							90001	11	5	2	32	29	64.550003	20.700001	27	64.889999	55.599998	10	3	46.049999	63	76	32.560001	60	86
61033	93	50	43		3							90001	11	5	3	33	26	54.080002	34.599998	26	59.310001	34.599998	10	3	46.049999	63	76	32.560001	60	86
61035	23	12	11		1							90001	12	5	1	22	22	51.59	63.599998	21	70.900002	42.900002	38	1	42.860001	71	21	63.639999	52	22
61037	73	31	42		2							90001	12	5	1	31	28	61.639999	39.299999	29	72.720001	34.5	20	2	20.59	77	68	34.849998	64	66
61037	73	31	42		2							90001	12	5	2	42	38	66.18	31.6	39	80.870003	10.3	20	2	20.59	77	68	34.849998	64	66
61038	47	21	26		2							90001	12	5	1	25	22	64.949997	31.799999	22	69.18	40.900002	40	2	41.860001	68	43	39.529999	61	43
61038	47	21	26		2							90001	12	5	2	22	21	56.049999	47.599998	21	65.860001	42.900002	40	2	41.860001	68	43	39.529999	61	43
61040	21	15	6		1							90001	12	5	1	21	18	47.220001	55.599998	18	57.889999	66.699997	53	1	66.669998	58	18	55.560001	47	18
61042	31	19	12		1							7237	12	5	1	23	24	55.880001	33.299999	24	66.330002	25	45	2	25	66	24	33.330002	56	24
61047	20	8	12		1							7468	12	5	1	20	18	70.830002	22.200001	18	76.889999	33.299999	36	1	33.330002	77	18	22.219999	71	18
61049	98	47	51		3							4242	11	5	1	33	29	69.970001	27.6	29	77.900002	6.9000001	2	4	14.63	78	82	33.73	67	83
61049	98	47	51		3							4242	11	5	2	30	27	65.220001	40.700001	26	78.730003	7.6999998	2	4	14.63	78	82	33.73	67	83
61049	98	47	51		3							4242	11	5	3	31	27	64.93	33.299999	27	78.480003	29.6	2	4	14.63	78	82	33.73	67	83
61055	62	30	32		2							6924	12	5	2	29	33	68.879997	33.299999	33	79.18	21.200001	9	2	16.42	81	67	28.360001	70	67
61055	62	30	32		2							6924	12	5	1	33	34	71.087059	23.565294	34	82.766472	11.780588	9	2	16.42	81	67	28.360001	70	67
61058	57	33	24		2							22004	11	5	1	29	14	79.360001	21.4	14	74.290001	21.4	32	2	20.59	71	34	23.530001	69	34
61058	57	33	24		2							22004	11	5	2	28	20	61.75	25	20	68.800003	20	32	2	20.59	71	34	23.530001	69	34
61063	21	12	9		1							4069	11	5	1	21	21	59.860001	47.599998	21	70.050003	52.400002	0	1	52.380001	70	21	47.619999	60	21
61064	14	6	8		1							3970	11	5	1	16	15	77.199997	13.3	15	82.669998	20	1	1	20	83	15	13.33	77	15
61065	24	14	10		1							3582	11	5	1	24	24	74.879997	16.700001	24	87.169998	8.3000002	1	1	8.3299999	87	24	16.67	75	24
61070	101	53	48		3							8318	11	5	2	31	26	49	65.400002	26	57.810001	50	35	4	44.439999	60	81	65.43	45	81
61070	101	53	48		3							8318	11	5	3	31	29	40.66	69	29	60.310001	41.400002	35	4	44.439999	60	81	65.43	45	81
61070	101	53	48		3							8318	11	5	1	31	26	45.840771	61.478077	26	61.844231	42.270771	35	4	44.439999	60	81	65.43	45	81
61073	68	35	33		2							10801	11	5	1	29	28	77.57	3.5999999	28	82	17.9	30	3	14.81	80	54	3.7	79	54
61073	68	35	33		2							10801	11	5	2	29	26	80.809998	3.8	26	77.419998	11.5	30	3	14.81	80	54	3.7	79	54
61074	92	42	50		3							8292	11	5	1	24	22	73.230003	18.200001	22	74.910004	18.200001	5	4	18.57	77	70	10.14	73	69
61074	92	42	50		3							8292	11	5	2	28	24	73.75	8.3000002	24	78.919998	8.3000002	5	4	18.57	77	70	10.14	73	69
61074	92	42	50		3							8292	11	5	3	28	23	73.129997	4.3000002	24	76.5	29.200001	5	4	18.57	77	70	10.14	73	69
61077	24	15	9		1							10827	12	5	1	23	24	67	29.17	24	71	16.67	34	1	16.67	71	24	29.17	67	24
61079	52	34	18		2							992	11	5	1	28	25	75.559998	16	25	79.239998	20	12	2	17.02	76	47	25.530001	72	47
61079	52	34	18		2							992	11	5	2	28	22	67.139999	36.400002	22	72.860001	13.6	12	2	17.02	76	47	25.530001	72	47
61080	25	14	11		1							4218	11	5	1	26	21	64.139999	28.6	20	80.699997	25	2	1	25	81	20	28.57	64	21
61081	15	6	9		1									5	1	15	12	75.830002	8.3000002	12	80.169998	8.3000002	2	1						
61084	27	13	14		1							3152	11	5	1	27	26	63.849998	42.299999	26	79.919998	15.4	3	1	15.38	80	26	42.310001	64	26
61085	55	30	25		2							3095	11	5	1	24	25	72.68	4	25	80.839996	24	25	2	16.360001	81	55	7.27	73	55
61085	55	30	25		2							3095	11	5	2	31	30	73.26667	9.9949999	30	81.133331	9.9933329	25	2	16.360001	81	55	7.27	73	55
61089	66	33	33		2							3590	11	5	1	32	34	65.970001	14.7	33	76.849998	27.299999	4	2	26.15	75	65	16.92	66	65
61089	66	33	33		2							3590	11	5	2	34	31	65.290001	19.4	32	73.910004	25	4	2	26.15	75	65	16.92	66	65
61093	59	0	59		2							2469	12	5	2	24	23	41.299999	87	23	67.910004	47.799999	50	3	35.419998	66	48	70.830002	46	48
61093	59	0	59		2							2469	12	5	1	26	25	50.324001	55.953602	25	64.242798	24.030399	50	3	35.419998	66	48	70.830002	46	48
61095	26	15	11		1							4192	12	5	1	26	24	65.830002	25	24	78.5	16.700001	5	1	16.67	79	24	25	66	24
61101	62	30	32		2							26302	11	5	2	32	29	71.279999	0	29	77	20.700001	24	2	24.07	74	54	9.2600002	68	54
61101	62	30	32		2							26302	11	5	1	32	25	64.195198	20.0016	25	70.519997	27.9792	24	2	24.07	74	54	9.2600002	68	54
61102	66	29	37		2							26302	11	5	1	31	27	76.410004	7.4000001	27	81.370003	11.1	17	3	9.0900002	83	55	10.91	75	55
61102	66	29	37		2							26302	11	5	2	31	28	73.5	14.3	28	83.93	7.0999999	17	3	9.0900002	83	55	10.91	75	55
61103	69	36	33		2							26302	12	5	1	35	35	65.059998	17.1	35	71.43	22.9	54	2	22.389999	73	67	26.870001	64	67
61103	69	36	33		2							26302	12	5	2	34	32	62.66	37.5	32	74.339996	21.9	54	2	22.389999	73	67	26.870001	64	67
61104	34	20	14		2							26302	12	5	1	20	11	66.639999	18.200001	11	76.449997	9.1000004	35	2	34.48	69	29	46.669998	56	30
61104	34	20	14		2							26302	12	5	2	14	19	50.580002	63.200001	18	65.220001	50	35	2	34.48	69	29	46.669998	56	30
61105	80	44	36		2							10348	11	5	1	36	33	61.549999	30.299999	31	64.68	32.299999	24	3	29.23	68	65	27.27	62	66
61105	80	44	36		2							10348	11	5	2	35	33	61.849998	24.200001	34	71.529999	26.5	24	3	29.23	68	65	27.27	62	66
61106	62	39	23		2							10348	12	5	2	25	24	47	62.5	24	61.630001	54.200001	46	3	43.639999	67	55	56.360001	56	55
61106	62	39	23		2							10348	12	5	1	35	31	62.967743	51.606453	31	71.157417	35.464516	46	3	43.639999	67	55	56.360001	56	55
61108	13	6	7		1									5	1	14	14	62.790001	50	13	80	46.200001	0	1						
61116	42	20	22		1							10314	11	5	1	44	39	66.230003	12.8	40	58.029999	32.5	38	1	32.5	58	40	12.82	66	39
61117	41	23	18		2							10314	12	5	1	23	22	73.050003	27.299999	22	77.82	13.6	52	2	31.58	69	38	42.110001	62	38
61117	41	23	18		2							10314	12	5	2	18	16	45.630001	62.5	16	58.060001	56.299999	52	2	31.58	69	38	42.110001	62	38
61121	28	11	17		1							10959	12	5	1	22	21	55	47.619999	21	68	33.330002	32	2	33.330002	68	21	47.619999	55	21
61124	20	9	11		1							8144	12	5	1	20	19	52.16	57.900002	19	64	31.6	58	1	31.58	64	19	57.889999	52	19
