block	barrio	calle	altura	sameblock	distance	public	gasstation	bank	thefts	month	oneblock
379	Belgrano	Arcos	a1400	0	5	0	0	0	0	11	0
167	Belgrano	Virrey Loreto	a1900	0	2	0	0	0	0	11	0
377	Belgrano	Arcos / O´Higgins	a1200	0	5	0	0	0	0	11	0
410	Belgrano	3 de Febrero	a1200	0	3	0	0	0	0	11	0
363	Belgrano	Vuelta de Obligad	a1400	0	6	0	0	0	0	11	0
169	Belgrano	Virrey Loreto	a2100	0	4	0	0	0	0	11	0
220	Belgrano	Federico Lacroze	a2200	0	3	0	0	0	0	11	0
188	Belgrano	Cespedes	a2200	0	6	0	0	0	0	11	0
394	Belgrano	O´Higgins	a1300	0	4	0	0	0	0	11	0
200	Belgrano	Palpa	a2300	0	6	0	0	0	0	11	0
181	Belgrano	Zabala	a2100	0	3	0	0	0	0	11	0
413	Belgrano	3 de Febrero	a1500	0	2	0	0	0	0	11	0
411	Belgrano	3 de Febrero	a1300	0	3	1	0	0	0	11	0
362	Belgrano	Vuelta de Obligad	a1500	0	5	0	0	0	0	11	0
196	Belgrano	Aguilar	a2300	0	6	0	0	0	.25	11	0
180	Belgrano	Zabala	a2000	0	2	0	0	0	.25	11	0
187	Belgrano	Cespedes	a2100	0	5	0	0	0	0	11	0
194	Belgrano	Aguilar	a2100	0	4	0	0	0	0	11	0
428	Belgrano	11 de Septiembre	a1300	0	2	1	0	0	.25	11	0
429	Belgrano	11 de Septiembre	a1400	0	2	1	0	0	.25	11	0
426	Belgrano	11 de Septiembre	a1100	0	2	0	0	0	0	11	0
430	Belgrano	11 de Septiembre	a1500	0	1	0	0	1	0	11	1
427	Belgrano	11 de Septiembre	a1200	0	2	0	0	0	0	11	0
217	Belgrano	Federico Lacroze	a1900	0	3	0	0	0	0	11	0
179	Belgrano	Zabala	a1900	0	1	0	0	0	.5	11	1
207	Belgrano	Teodoro Garcia	a2000	0	1	0	0	0	0	11	1
448	Belgrano	Villanueva	a1200	0	2	0	0	0	0	11	0
218	Belgrano	Federico Lacroze	a2000	0	3	0	0	0	0	11	0
206	Belgrano	Teodoro Garcia	a1900	0	2	1	0	0	0	11	0
219	Belgrano	Federico Lacroze	a2100	0	3	0	0	0	0	11	0
444	Belgrano	Arribenos	a1400	0	1	0	0	0	.25	11	1
165	Belgrano	Virrey Loreto	a1600	0	2	0	0	0	0	11	0
443	Belgrano	Arribenos	a1200	1	0	1	0	0	.25	11	0
177	Belgrano	Zabala	a1700	0	2	0	0	0	0	11	0
178	Belgrano	Zabala	a1800	0	1	0	0	0	.25	11	1
445	Belgrano	Arribenos	a1500	0	2	0	0	0	0	11	0
208	Belgrano	Teodoro Garcia	a2100	0	1	0	0	0	0	11	1
166	Belgrano	Virrey Loreto	a1800	0	2	0	0	0	0	11	0
449	Belgrano	Villanueva	a1300	0	2	1	0	0	0	11	0
452	Belgrano	Luis Maria Campos	a1400	0	3	0	0	1	0	11	0
451	Belgrano	Luis Maria Campos	a1300	0	3	0	0	1	0	11	0
450	Belgrano	Luis Maria Campos	a1200	0	3	0	0	0	0	11	0
453	Belgrano	Luis Maria Campos	a1500	0	3	0	0	1	0	11	0
460	Belgrano	Libertador	a5100	0	6	0	0	0	.25	11	0
215	Belgrano	Federico Lacroze	a1700	0	5	0	0	0	0	11	0
204	Belgrano	Teodoro Garcia	a1700	0	4	0	0	0	.25	11	0
164	Belgrano	Virrey Loreto	a1500	0	3	0	0	0	1	11	0
216	Belgrano	Federico Lacroze	a1800	0	4	0	0	1	0	11	0
455	Belgrano	Sdo.de la Indepen	a1200	0	4	0	0	0	0	11	0
458	Belgrano	Migueletes	a1200	0	5	0	0	0	0	11	0
214	Belgrano	Federico Lacroze	a1600	0	6	0	0	0	0	11	0
205	Belgrano	Teodoro Garcia	a1800	0	3	0	0	0	0	11	0
461	Belgrano	Libertador	a5200	0	5	0	0	0	.25	11	0
457	Belgrano	Sdo.de la Indepen	a1400	0	4	0	0	0	0	11	0
459	Belgrano	Migueletes	a1300	0	5	0	0	0	0	11	0
175	Belgrano	Zabala	a1500	0	4	0	0	0	0	11	0
176	Belgrano	Zabala	a1600	0	3	0	0	0	0	11	0
456	Belgrano	Sdo.de la Indepen	a1300	0	4	0	0	0	0	11	0
462	Belgrano	Libertador	a5300	0	5	0	1	0	0	11	0
708	V. Crespo	Aguirre	a1000	1	0	0	0	0	0	11	0
683	V. Crespo	Vera	a700	0	2	0	0	0	.25	11	0
464	V. Crespo	J. B. Justo	a2200	0	1	0	0	0	0	11	1
481	V. Crespo	Thames	a600	0	2	0	0	0	0	11	0
465	V. Crespo	J. B. Justo	a2300	0	2	0	0	0	0	11	0
696	V. Crespo	Velasco	a900	0	2	0	0	0	0	11	0
482	V. Crespo	Thames	a700	0	1	0	0	0	0	11	1
466	V. Crespo	J. B. Justo	a2400	0	3	0	0	0	0	11	0
497	V. Crespo	Gurruchaga	a600	0	1	0	0	0	.25	11	1
707	V. Crespo	Aguirre	a900	0	1	0	0	0	0	11	1
697	V. Crespo	Velasco	a1000	0	2	0	0	0	0	11	0
489	V. Crespo	Serrano	a600	0	2	0	0	0	0	11	0
705	V. Crespo	Aguirre	a700	1	0	0	0	0	0	11	0
480	V. Crespo	Thames	a500	0	3	0	0	0	0	11	0
695	V. Crespo	Velasco	a800	0	1	0	0	0	0	11	1
684	V. Crespo	Vera	a800	0	2	0	0	0	.25	11	0
694	V. Crespo	Velasco	a700	0	1	0	0	0	.25	11	1
706	V. Crespo	Aguirre	a800	0	1	0	0	0	0	11	1
686	V. Crespo	Vera	a1000	0	3	0	0	0	0	11	0
496	V. Crespo	Gurruchaga	a500	0	2	0	0	0	.25	11	0
488	V. Crespo	Serrano	a500	0	2	0	0	0	0	11	0
490	V. Crespo	Serrano	a700	0	2	0	0	0	0	11	0
675	V. Crespo	Villaroel	a1000	0	4	0	0	0	0	11	0
685	V. Crespo	Vera	a900	0	3	0	0	0	0	11	0
467	V. Crespo	J. B. Justo	a2500	0	4	0	1	0	0	11	0
498	V. Crespo	Gurruchaga	a700	1	0	0	0	0	0	11	0
503	V. Crespo	Acevedo	a400	0	2	0	0	0	0	11	0
505	V. Crespo	Acevedo	a600	0	1	0	0	0	.25	11	1
504	V. Crespo	Acevedo	a500	0	2	0	0	0	.25	11	0
691	V. Crespo	Velasco	a400	0	4	0	0	0	0	11	0
681	V. Crespo	Vera	a500	0	3	0	0	0	0	11	0
512	V. Crespo	Malabia	a600	0	2	0	0	0	0	11	0
680	V. Crespo	Vera	a400	0	4	0	0	0	0	11	0
702	V. Crespo	Aguirre	a400	0	3	0	0	0	0	11	0
682	V. Crespo	Vera	a600	0	3	0	0	0	0	11	0
516	V. Crespo	R. S. Ortiz	a300	0	3	0	0	0	0	11	0
517	V. Crespo	R. S. Ortiz	a400	0	4	0	0	0	0	11	0
703	V. Crespo	Aguirre	a500	0	2	0	0	0	1	11	0
510	V. Crespo	Malabia	a400	0	2	0	0	0	0	11	0
511	V. Crespo	Malabia	a500	0	3	0	0	0	0	11	0
693	V. Crespo	Velasco	a600	0	2	0	1	0	.25	11	0
518	V. Crespo	R. S. Ortiz	a500	0	3	0	0	0	0	11	0
704	V. Crespo	Aguirre	a600	0	1	0	0	0	0	11	1
692	V. Crespo	Velasco	a500	0	3	0	0	0	0	11	0
5	Belgrano	Congreso	a2400	0	2	0	0	0	0	11	0
9	Belgrano	Congreso	a2800	0	1	0	0	0	0	11	1
245	Belgrano	Cramer	a2800	0	2	0	0	0	0	11	0
7	Belgrano	Congreso	a2600	0	1	0	0	0	0	11	1
8	Belgrano	Congreso	a2700	0	1	0	0	0	0	11	1
260	Belgrano	Vidal	a2800	0	1	0	0	0	0	11	1
6	Belgrano	Congreso	a2500	0	1	0	0	0	0	11	1
327	Belgrano	Ciudad de la Paz	a2800	0	2	0	0	0	.5	11	0
283	Belgrano	Moldes	a2800	0	2	0	0	0	0	11	0
305	Belgrano	Amenabar	a2800	0	1	0	0	0	.25	11	1
350	Belgrano	Cabildo	a2800	0	3	0	0	1	0	11	0
17	Belgrano	Manuel Ugarte	a2600	0	2	0	0	0	.25	11	0
19	Belgrano	Manuel Ugarte	a2800	0	2	0	0	0	0	11	0
16	Belgrano	Manuel Ugarte	a2500	0	2	0	0	0	.75	11	0
15	Belgrano	Manuel Ugarte	a2400	0	3	0	0	0	.5	11	0
18	Belgrano	Manuel Ugarte	a2700	0	2	0	0	0	0	11	0
68	Belgrano	Mendoza	a1800	0	4	0	0	0	0	11	0
436	Belgrano	11 de Septiembre	a2200	0	4	0	0	0	0	11	0
45	Belgrano	Blanco Encalada	a1800	0	3	0	0	0	0	11	0
437	Belgrano	Tunez	a2300	0	4	0	0	0	0	11	0
435	Belgrano	11 de Septiembre	a2100	0	5	1	0	0	0	11	0
56	Belgrano	Olazabal	a1800	0	3	0	0	0	.25	11	0
67	Belgrano	Mendoza	a1700	0	5	0	0	0	0	11	0
79	Belgrano	Juramento	a1700	0	6	0	0	0	0	11	0
80	Belgrano	Juramento	a1800	0	5	0	0	0	0	11	0
405	Belgrano	O´Higgins	a2400	0	2	0	0	0	0	11	0
11	Belgrano	Manuel Ugarte	a2000	0	4	0	0	0	0	11	0
376	Belgrano	Cuba	a2700	0	5	0	0	0	0	11	0
373	Belgrano	Cuba	a2400	0	2	0	0	0	0	11	0
360	Belgrano	Vuelta de Obligad	a2600	0	3	0	0	0	.25	11	0
12	Belgrano	Manuel Ugarte	a2100	0	4	0	0	0	0	11	0
50	Belgrano	Blanco Encalada	a2300	0	3	0	0	0	.25	11	0
359	Belgrano	Vuelta de Obligad	a2500	0	3	0	0	0	.5	11	0
58	Belgrano	Olazabal	a2000	0	1	1	0	0	0	11	1
59	Belgrano	Olazabal	a2100	0	1	0	0	0	0	11	1
46	Belgrano	Blanco Encalada	a1900	0	2	0	0	0	0	11	0
35	Belgrano	Monroe	a1900	0	3	0	0	0	0	11	0
48	Belgrano	Blanco Encalada	a2100	0	1	0	0	0	0	11	1
407	Belgrano	O´Higgins	a2600	0	4	0	0	0	0	11	0
47	Belgrano	Blanco Encalada	a2000	0	1	0	0	0	0	11	1
29	Belgrano	F.D.Roosevelt	a2300	0	2	0	0	0	.5	11	0
406	Belgrano	O´Higgins	a2500	0	3	0	0	0	0	11	0
356	Belgrano	Vuelta de Obligad	a2200	0	3	1	0	0	0	11	0
4	Belgrano	Congreso	a2300	0	3	0	0	0	0	11	0
390	Belgrano	Arcos	a2500	0	2	0	0	0	.25	11	0
14	Belgrano	Manuel Ugarte	a2300	0	3	0	0	0	0	11	0
60	Belgrano	Olazabal	a2200	0	2	0	0	0	0	11	0
37	Belgrano	Monroe	a2100	0	2	0	0	0	0	11	0
361	Belgrano	Vuelta de Obligad	a2700	0	4	0	0	0	0	11	0
374	Belgrano	Cuba	a2500	0	3	0	0	0	0	11	0
388	Belgrano	Arcos	a2300	1	0	0	0	0	0	11	0
61	Belgrano	Olazabal	a2300	0	3	0	0	0	0	11	0
392	Belgrano	Arcos	a2700	0	4	0	0	0	0	11	0
403	Belgrano	O´Higgins	a2200	0	2	0	0	0	0	11	0
3	Belgrano	Congreso	a2200	0	4	0	0	0	0	11	0
1	Belgrano	Congreso	a2000	0	5	0	0	0	0	11	0
26	Belgrano	F.D.Roosevelt	a2000	0	3	0	0	0	.25	11	0
372	Belgrano	Cuba	a2300	0	2	0	0	0	0	11	0
57	Belgrano	Olazabal	a1900	0	2	0	0	0	.25	11	0
10	Belgrano	Manuel Ugarte	a1900	0	5	0	0	0	0	11	0
39	Belgrano	Monroe	a2300	0	2	0	0	0	.25	11	0
408	Belgrano	O´Higgins	a2700	0	5	0	0	0	1	11	0
13	Belgrano	Manuel Ugarte	a2200	0	4	0	0	0	0	11	0
358	Belgrano	Vuelta de Obligad	a2400	0	3	0	0	0	.5	11	0
38	Belgrano	Monroe	a2200	0	3	0	0	0	.25	11	0
387	Belgrano	Arcos	a2200	0	1	0	0	0	.25	11	1
404	Belgrano	O´Higgins	a2300	0	2	0	0	0	0	11	0
36	Belgrano	Monroe	a2000	0	2	0	0	0	0	11	0
389	Belgrano	Arcos	a2400	0	1	0	0	0	0	11	1
391	Belgrano	Arcos	a2600	0	3	0	0	0	.25	11	0
27	Belgrano	F.D.Roosevelt	a2100	0	3	0	0	0	.25	11	0
375	Belgrano	Cuba	a2600	0	4	0	0	0	0	11	0
2	Belgrano	Congreso	a2100	0	5	0	0	0	0	11	0
49	Belgrano	Blanco Encalada	a2200	0	2	0	0	0	.25	11	0
357	Belgrano	Vuelta de Obligad	a2300	0	3	0	0	0	1.25	11	0
25	Belgrano	F.D.Roosevelt	a1900	0	4	0	0	0	0	11	0
371	Belgrano	Cuba	a2200	0	2	0	0	0	0	11	0
28	Belgrano	F.D.Roosevelt	a2200	0	3	0	0	0	.25	11	0
422	Belgrano	3 de Febrero	a2400	0	3	0	0	0	0	11	0
423	Belgrano	3 de Febrero	a2500	0	4	0	0	0	0	11	0
421	Belgrano	3 de Febrero	a2300	0	3	0	0	0	.25	11	0
73	Belgrano	Mendoza	a2300	0	4	0	0	0	0	11	0
71	Belgrano	Mendoza	a2100	0	2	0	0	0	.25	11	0
70	Belgrano	Mendoza	a2000	0	2	0	0	0	.25	11	0
72	Belgrano	Mendoza	a2200	0	3	1	0	0	0	11	0
69	Belgrano	Mendoza	a1900	0	3	0	0	0	0	11	0
41	Belgrano	Monroe	a2500	0	1	0	0	0	.25	11	1
30	Belgrano	F.D.Roosevelt	a2400	0	1	0	0	0	.25	11	1
280	Belgrano	Moldes	a2500	0	1	0	0	0	0	11	1
34	Belgrano	F.D.Roosevelt	a2800	0	3	0	0	0	.25	11	0
301	Belgrano	Amenabar	a2400	0	2	0	0	0	0	11	0
259	Belgrano	Vidal	a2700	0	2	0	0	0	1	11	0
256	Belgrano	Vidal	a2400	0	2	0	0	0	.25	11	0
32	Belgrano	F.D.Roosevelt	a2600	0	2	0	0	0	0	11	0
42	Belgrano	Monroe	a2600	0	1	0	0	0	0	11	1
324	Belgrano	Ciudad de la Paz	a2500	1	0	0	0	0	.25	11	0
40	Belgrano	Monroe	a2400	0	1	0	0	0	.25	11	1
325	Belgrano	Ciudad de la Paz	a2600	0	1	0	0	0	.5	11	1
22	Belgrano	Dr. P.I.Rivera	a2600	0	3	0	0	0	.25	11	0
281	Belgrano	Moldes	a2600	0	2	0	0	0	0	11	0
21	Belgrano	Dr. P.I.Rivera	a2500	0	2	0	0	0	.75	11	0
282	Belgrano	Moldes	a2700	0	3	0	0	0	0	11	0
31	Belgrano	F.D.Roosevelt	a2500	0	1	0	0	0	0	11	1
20	Belgrano	Dr. P.I.Rivera	a2400	0	2	0	0	0	.5	11	0
24	Belgrano	Dr. P.I.Rivera	a2800	0	3	0	0	0	0	11	0
303	Belgrano	Amenabar	a2600	0	3	0	0	0	1.25	11	0
244	Belgrano	Cramer	a2700	0	3	0	0	0	0	11	0
241	Belgrano	Cramer	a2400	0	3	0	0	0	0	11	0
33	Belgrano	F.D.Roosevelt	a2700	0	2	0	0	0	.25	11	0
44	Belgrano	Monroe	a2800	0	2	0	0	0	0	11	0
304	Belgrano	Amenabar	a2700	0	2	0	0	0	.5	11	0
243	Belgrano	Cramer	a2600	0	4	0	0	0	0	11	0
242	Belgrano	Cramer	a2500	0	3	0	0	0	0	11	0
326	Belgrano	Ciudad de la Paz	a2700	0	2	0	0	0	1	11	0
23	Belgrano	Dr. P.I.Rivera	a2700	0	3	0	0	0	0	11	0
257	Belgrano	Vidal	a2500	0	2	0	0	0	.25	11	0
302	Belgrano	Amenabar	a2500	0	2	0	0	0	0	11	0
258	Belgrano	Vidal	a2600	0	3	0	0	0	.25	11	0
279	Belgrano	Moldes	a2400	1	0	0	0	0	0	11	0
323	Belgrano	Ciudad de la Paz	a2400	0	1	0	0	0	.25	11	1
43	Belgrano	Monroe	a2700	0	1	0	0	0	0	11	1
347	Belgrano	Cabildo	a2500	0	2	0	0	1	.25	11	0
348	Belgrano	Cabildo	a2600	0	2	0	0	0	.25	11	0
346	Belgrano	Cabildo	a2400	0	2	0	0	1	0	11	0
349	Belgrano	Cabildo	a2700	0	3	0	0	1	0	11	0
54	Belgrano	Blanco Encalada	a2700	0	1	0	0	0	.25	11	1
55	Belgrano	Blanco Encalada	a2800	0	2	0	0	0	.25	11	0
53	Belgrano	Blanco Encalada	a2600	0	1	0	0	0	0	11	1
52	Belgrano	Blanco Encalada	a2500	0	2	0	0	0	0	11	0
51	Belgrano	Blanco Encalada	a2400	0	2	0	0	0	0	11	0
254	Belgrano	Vidal	a2200	0	2	0	0	0	.25	11	0
300	Belgrano	Amenabar	a2300	0	2	0	0	0	0	11	0
65	Belgrano	Olazabal	a2700	0	2	0	0	0	.25	11	0
238	Belgrano	Cramer	a2100	0	2	0	0	0	0	11	0
64	Belgrano	Olazabal	a2600	0	2	0	0	0	.25	11	0
239	Belgrano	Cramer	a2200	0	3	0	0	1	0	11	0
75	Belgrano	Mendoza	a2500	0	4	0	0	0	0	11	0
298	Belgrano	Amenabar	a2100	0	3	0	0	0	0	11	0
322	Belgrano	Ciudad de la Paz	a2300	0	2	0	0	0	0	11	0
240	Belgrano	Cramer	a2300	0	3	0	0	0	0	11	0
278	Belgrano	Moldes	a2300	0	1	0	0	0	1.25	11	1
77	Belgrano	Mendoza	a2700	0	2	0	0	0	.25	11	0
76	Belgrano	Mendoza	a2600	0	3	0	0	0	0	11	0
66	Belgrano	Olazabal	a2800	0	3	0	0	1	0	11	0
321	Belgrano	Ciudad de la Paz	a2200	0	3	0	0	0	1	11	0
277	Belgrano	Moldes	a2200	0	2	0	0	0	.25	11	0
62	Belgrano	Olazabal	a2400	0	3	0	0	1	0	11	0
63	Belgrano	Olazabal	a2500	0	3	0	0	0	0	11	0
320	Belgrano	Ciudad de la Paz	a2100	0	4	0	0	1	.25	11	0
253	Belgrano	Vidal	a2100	0	1	0	0	0	1.25	11	1
74	Belgrano	Mendoza	a2400	0	4	0	0	0	0	11	0
299	Belgrano	Amenabar	a2200	0	3	0	0	0	0	11	0
78	Belgrano	Mendoza	a2800	0	2	0	0	0	.25	11	0
255	Belgrano	Vidal	a2300	0	2	0	0	0	.25	11	0
276	Belgrano	Moldes	a2100	0	2	0	0	0	0	11	0
345	Belgrano	Cabildo	a2300	0	3	0	0	1	0	11	0
344	Belgrano	Cabildo	a2200	0	4	0	0	1	1	11	0
86	Belgrano	Juramento	a2400	0	4	0	0	0	.25	11	0
342	Belgrano	Cabildo	a2000	0	5	0	0	0	0	11	0
341	Belgrano	Cabildo	a1900	0	5	0	0	1	0	11	0
88	Belgrano	Juramento	a2600	0	2	0	0	0	0	11	0
89	Belgrano	Juramento	a2700	0	1	0	0	0	0	11	1
340	Belgrano	Cabildo	a1800	0	6	0	0	1	0	11	0
87	Belgrano	Juramento	a2500	0	3	0	0	1	.25	11	0
90	Belgrano	Juramento	a2800	0	1	0	0	0	0	11	1
343	Belgrano	Cabildo	a2100	0	5	0	0	0	0	11	0
99	Belgrano	Echeverria	a2500	0	3	0	0	0	.25	11	0
100	Belgrano	Echeverria	a2600	0	2	0	0	0	0	11	0
126	Belgrano	La Pampa	a2700	0	3	0	0	0	0	11	0
111	Belgrano	Mcal. A. J. de Su	a2500	0	4	0	0	0	.25	11	0
235	Belgrano	Cramer	a1800	0	3	0	0	0	.25	11	0
319	Belgrano	Ciudad de la Paz	a2000	0	4	0	0	0	.5	11	0
124	Belgrano	La Pampa	a2500	0	5	0	0	0	0	11	0
328	Belgrano	Elcano	a2700	0	4	0	0	0	0	11	0
112	Belgrano	Mcal. A. J. de Su	a2600	0	3	0	0	0	.25	11	0
274	Belgrano	Moldes	a1900	0	2	0	0	0	0	11	0
296	Belgrano	Amenabar	a1900	0	3	0	0	0	.25	11	0
297	Belgrano	Amenabar	a2000	0	3	0	0	0	0	11	0
113	Belgrano	Mcal. A. J. de Su	a2700	0	2	0	0	0	1	11	0
248	Belgrano	Vidal	a1600	0	4	0	0	0	0	11	0
316	Belgrano	Ciudad de la Paz	a1700	0	6	0	0	0	0	11	0
251	Belgrano	Vidal	a1900	0	1	0	0	0	.25	11	1
318	Belgrano	Ciudad de la Paz	a1900	0	4	0	0	1	.25	11	0
139	Belgrano	Jose Hernandez	a2700/2800	0	4	0	0	0	0	11	0
123	Belgrano	La Pampa	a2400	0	6	0	0	0	0	11	0
272	Belgrano	Moldes	a1700	0	4	0	0	0	0	11	0
317	Belgrano	Ciudad de la Paz	a1800	0	5	0	0	0	0	11	0
249	Belgrano	Vidal	a1700	0	3	0	0	0	0	11	0
102	Belgrano	Echeverria	a2800	0	1	0	0	0	.5	11	1
295	Belgrano	Amenabar	a1800	0	4	0	0	0	.25	11	0
273	Belgrano	Moldes	a1800	0	3	0	0	0	0	11	0
101	Belgrano	Echeverria	a2700	0	1	0	0	0	.25	11	1
110	Belgrano	Mcal. A. J. de Su	a2400	0	5	0	0	0	0	11	0
136	Belgrano	Jose Hernandez	a2400	0	7	0	0	0	0	11	0
125	Belgrano	La Pampa	a2600	0	4	0	0	0	1	11	0
137	Belgrano	Jose Hernandez	a2500	0	6	0	0	0	0	11	0
138	Belgrano	Jose Hernandez	a2600	0	5	0	0	0	0	11	0
252	Belgrano	Vidal	a2000	1	0	0	0	0	.25	11	0
329	Belgrano	Elcano	a2800	0	5	0	0	0	0	11	0
294	Belgrano	Amenabar	a1700	0	5	0	0	0	0	11	0
271	Belgrano	Moldes	a1600	0	5	0	1	0	0	11	0
98	Belgrano	Echeverria	a2400	0	4	0	0	0	.25	11	0
237	Belgrano	Cramer	a2000	0	2	0	0	0	.25	11	0
315	Belgrano	Ciudad de la Paz	a1600	0	7	0	0	0	1	11	0
236	Belgrano	Cramer	a1900	0	2	0	0	0	.25	11	0
293	Belgrano	Amenabar	a1600	0	6	0	0	0	0	11	0
114	Belgrano	Mcal. A. J. de Su	a2800	0	2	0	0	0	0	11	0
275	Belgrano	Moldes	a2000	0	2	0	0	0	0	11	0
127	Belgrano	La Pampa	a2800	0	3	0	0	0	.25	11	0
250	Belgrano	Vidal	a1800	0	2	0	0	0	0	11	0
234	Belgrano	Cramer	a1650-1700	0	4	0	0	0	.25	11	0
339	Belgrano	Cabildo	a1700	0	7	0	0	1	0	11	0
338	Belgrano	Cabildo	a1600	0	6	0	0	0	.5	11	0
96	Belgrano	Echeverria	a2200	0	5	0	0	0	1	11	0
353	Belgrano	Vuelta de Obligad	a1900	0	6	0	0	0	0	11	0
400	Belgrano	O´Higgins	a1900	0	5	0	0	0	0	11	0
93	Belgrano	Echeverria	a1900	0	5	0	0	0	0	11	0
368	Belgrano	Cuba	a1900	0	5	0	0	0	0	11	0
424	Belgrano	Zavalia	a2000	0	4	0	0	0	.25	11	0
85	Belgrano	Juramento	a2300	0	5	0	0	0	0	11	0
94	Belgrano	Echeverria	a2000	0	4	0	0	0	0	11	0
354	Belgrano	Vuelta de Obligad	a2000	0	5	0	0	0	0	11	0
425	Belgrano	Zavalia	a2100	0	3	0	0	0	0	11	0
97	Belgrano	Echeverria	a2300	0	5	0	0	1	0	11	0
83	Belgrano	Juramento	a2100	0	3	0	0	0	.25	11	0
355	Belgrano	Vuelta de Obligad	a2100	0	4	0	0	0	0	11	0
84	Belgrano	Juramento	a2200	0	4	0	0	0	.25	11	0
82	Belgrano	Juramento	a2000	0	3	0	0	1	0	11	0
384	Belgrano	Arcos	a1900	0	4	0	0	0	1	11	0
81	Belgrano	Juramento	a1900	0	4	1	0	0	0	11	0
95	Belgrano	Echeverria	a2100	0	4	0	0	0	0	11	0
385	Belgrano	Arcos	a2000	0	3	0	0	0	0	11	0
370	Belgrano	Cuba	a2100	0	3	0	0	0	.25	11	0
401	Belgrano	O´Higgins	a2000	0	4	0	0	0	0	11	0
402	Belgrano	O´Higgins	a2100	0	3	0	0	0	0	11	0
386	Belgrano	Arcos	a2100	0	2	0	0	0	.25	11	0
369	Belgrano	Cuba	a2000	0	4	0	0	0	.25	11	0
420	Belgrano	3 de Febrero	a2200	0	3	0	0	0	.25	11	0
105	Belgrano	Mcal. A. J. de Su	a1900	0	4	0	0	0	0	11	0
108	Belgrano	Mcal. A. J. de Su	a2200	0	6	0	0	0	0	11	0
109	Belgrano	Mcal. A. J. de Su	a2300	0	6	0	0	1	0	11	0
107	Belgrano	Mcal. A. J. de Su	a2100	0	5	0	0	0	0	11	0
106	Belgrano	Mcal. A. J. de Su	a2000	0	5	0	0	0	0	11	0
419	Belgrano	3 de Febrero	a2100	0	4	0	0	0	0	11	0
418	Belgrano	3 de Febrero	a2000	0	5	0	0	0	0	11	0
417	Belgrano	3 de Febrero	a1900	0	4	0	0	0	0	11	0
118	Belgrano	La Pampa	a1900	0	3	0	0	0	0	11	0
132	Belgrano	Jose Hernandez	a2000	0	3	0	0	0	0	11	0
381	Belgrano	Arcos	a1600	0	4	1	0	0	0	11	0
121	Belgrano	La Pampa	a2200	0	6	0	0	0	0	11	0
397	Belgrano	O´Higgins	a1600	0	3	0	0	0	0	11	0
135	Belgrano	Jose Hernandez	a2300	0	6	0	0	0	0	11	0
122	Belgrano	La Pampa	a2300	0	7	0	0	0	0	11	0
131	Belgrano	Jose Hernandez	a1900	0	2	0	0	0	0	11	0
133	Belgrano	Jose Hernandez	a2100	0	4	0	0	0	0	11	0
367	Belgrano	Cuba	a1800	0	6	0	0	0	0	11	0
120	Belgrano	La Pampa	a2100	0	5	0	0	1	0	11	0
399	Belgrano	O´Higgins	a1800	0	4	0	0	0	0	11	0
134	Belgrano	Jose Hernandez	a2200	0	5	0	0	0	0	11	0
398	Belgrano	O´Higgins	a1700	0	3	0	0	0	0	11	0
352	Belgrano	Vuelta de Obligad	a1800	0	7	0	0	0	0	11	0
383	Belgrano	Arcos	a1800	0	5	0	0	0	0	11	0
119	Belgrano	La Pampa	a2000	0	4	0	0	0	0	11	0
351	Belgrano	Vuelta de Obligad	a1700	0	6	0	0	0	1	11	0
366	Belgrano	Cuba	a1700	0	5	0	0	0	1	11	0
382	Belgrano	Arcos	a1700	0	4	0	0	0	0	11	0
416	Belgrano	3 de Febrero	a1800	0	3	0	0	0	0	11	0
415	Belgrano	3 de Febrero	a1700	0	2	0	0	0	0	11	0
414	Belgrano	3 de Febrero	a1600	0	2	0	0	0	0	11	0
117	Belgrano	La Pampa	a1800	0	2	0	0	0	0	11	0
130	Belgrano	Jose Hernandez	a1800	0	1	0	0	0	0	11	1
128	Belgrano	Jose Hernandez	a1500/1600	0	1	0	0	0	0	11	1
434	Belgrano	11 de Septiembre	a1900	0	3	0	0	0	.25	11	0
454	Belgrano	Luis Maria Campos	a1600	0	2	0	0	0	0	11	0
433	Belgrano	11 de Septiembre	a1800	0	2	0	0	0	0	11	0
440	Belgrano	Virrey Vertiz	a1800	0	3	0	0	0	0	11	0
116	Belgrano	La Pampa	a1700	0	2	0	0	0	0	11	0
91	Belgrano	Echeverria	a1700	0	5	0	0	0	.5	11	0
431	Belgrano	11 de Septiembre	a1600	1	0	0	0	0	0	11	0
115	Belgrano	La Pampa	a1600	0	2	0	0	0	1	11	0
446	Belgrano	Arribenos	a1600	0	1	0	0	0	0	11	1
432	Belgrano	11 de Septiembre	a1700	0	1	0	0	0	0	11	1
92	Belgrano	Echeverria	a1800	0	4	0	0	0	.25	11	0
447	Belgrano	Arribenos	a1700	0	1	0	0	0	0	11	1
439	Belgrano	Virrey Vertiz	a1700	0	2	0	0	0	0	11	0
463	Belgrano	Libertador	a5400	0	4	0	0	0	0	11	0
103	Belgrano	Mcal. A. J. de Su	a1600	0	4	0	0	0	0	11	0
104	Belgrano	Mcal. A. J. de Su	a1800	0	3	0	0	0	0	11	0
438	Belgrano	Virrey Vertiz	a1600	0	2	0	0	0	0	11	0
