state	povrate60	mort_age59_related_postHS	mort_age59_injury_postHS	mort_age59_all_postHS	mort_age25plus_related_postHS	mort_age25plus_injuries_postHS	mort_age59_related_preHS	census1960_pop	census1960_pctsch1417	census1960_pctsch534	census1960_pctsch25plus	census1960_pop1417	census1960_pop534	census1960_pop25plus	census1960_pcturban	census1960_pctblack
49	50.348572	5.8221903	19.407301	44.636791	212.54787	135.75638	10.46682	71012	79.099998	.58625704	19.799999	6529	36455	33676	11.7	22.299999
47	50.454582	0	13.520823	13.520823	146.23123	156.86623	0	12910	71.199997	.47942695	22.6	989	6003	6837	0	39.700001
11	50.504139	0	34.851299	34.851299	101.88232	100.21211	0	7273	87.5	.62204528	23.4	568	4019	3354	36	1.8
11	50.522976	0	7.2207379	21.662214	123.01257	107.63601	22.431583	13950	88.900002	.5821206	24.6	1128	6253	7360	64.400002	33.400002
1	50.543728	0	20.909567	47.046524	118.58055	131.02419	0	15273	77.5	.50737953	18.6	1304	7182	7965	25.200001	.5
11	50.58392	0	24.618414	49.236828	121.62605	115.77864	53.163212	10714	82	.57703817	25.200001	847	5348	5096	35.200001	48.400002
44	50.683979	2.6262574	26.262573	52.525146	122.74199	99.75843	3.6247644	34667	78.400002	.50010878	28.5	2779	18384	15854	71	1.1
1	50.684071	5.7636886	14.409222	25.9366	87.101814	103.01464	4.9005194	30383	79.699997	.49485555	26.299999	2301	15162	15509	51.400002	20.700001
4	50.707546	10.723861	10.723861	32.171581	107.07446	99.533997	0	11024	90.099998	.59454894	21.700001	865	4733	5696	0	18.5
1	50.720825	0	34.040623	56.734371	131.64014	139.52278	17.325018	19928	79.800003	.52983212	20	1492	8816	10738	27.1	25.5
35	50.733334	0	39.745628	39.745628	81.168831	109.81665	0	4523	94.5	.59932005	23	385	2059	2295	0	0
35	50.77187	13.664002	6.8320012	20.496004	155.86378	152.71503	0	11333	81.900002	.53119791	26.200001	894	5401	4675	0	.1
34	50.787697	1.9129969	28.694954	38.259937	122.99657	111.88895	4.9331555	55750	82.300003	.50063831	30	4499	28983	26837	44.900002	39.5
43	50.811493	0	20.433184	30.649775	125.2118	126.45769	7.9668579	22399	83.900002	.53086168	23.700001	1757	9737	12883	29.5	17.9
49	50.826939	0	19.377968	29.066952	150.34131	101.84411	0	11986	85.300003	.55266756	25.9	949	5117	6572	0	3
49	50.847458	0	23.373589	31.164783	118.21245	100.53582	0	11953	82.5	.54111546	21.9	952	5594	6285	0	1.4
11	50.905731	6.1508179	24.603271	36.904907	149.31015	184.27518	0	16834	87.900002	.60773009	18.6	1510	8150	8309	31.1	27.799999
4	50.993332	0	18.47575	46.189377	145.60248	104.47811	0	14404	89.400002	.57220882	23.1	1063	6225	7673	48.099998	35.099998
18	51.019814	5.91471	41.402969	59.147099	164.33368	120.51138	9.5238094	17168	76.5	.52579212	18.799999	1366	7638	8846	0	5.5
4	51.055878	0	35.945362	35.945362	98.137314	134.69827	0	5398	91	.57207209	21.299999	399	2220	3196	0	.40000001
34	51.172897	5.5175457	27.587729	49.657913	122.00806	103.50122	10.237511	17844	85	.58862358	27.1	1474	9089	9019	0	1.9
11	51.195602	3.5679879	24.975916	35.679878	81.538254	108.2235	29.086678	14716	86.199997	.44958284	31.4	984	8390	6068	21.9	42.099998
10	51.254799	0	7.1306334	14.261267	115.33471	105.72349	0	7294	84.699997	.51099193	20.5	545	3730	3649	36.299999	21.700001
10	51.257961	6.3893681	38.336208	57.504314	118.96385	125.49236	19.190174	15927	91.300003	.62150508	24.299999	1219	7189	8469	33.900002	13.5
44	51.285736	0	20.81743	34.695717	185.70102	102.05882	7.7375426	21001	82.800003	.5479694	21.200001	1517	8495	12052	59.5	13.5
19	51.299339	4.2611217	21.305607	25.566729	99.110291	134.94247	5.7870369	21422	87.099998	.54365844	26.1	1480	10376	9715	43.400002	46.200001
11	51.391266	10.182262	10.182262	30.546787	172.39359	148.96146	0	9388	83.099998	.51186216	20.4	749	4468	4628	0	48.200001
26	51.479355	0	24.943876	24.943876	141.2663	94.678467	18.315018	9109	89	.57135433	18.5	708	3847	5283	0	0
47	51.506378	0	7.3367572	18.341892	141.39494	79.25322	0	25710	80	.4667632	23.9	2361	15194	16891	34.799999	1.6
26	51.545902	0	18.123604	24.164804	174.9335	110.01842	3.9215686	40152	78.199997	.52216667	20.6	3379	18406	20588	36	4.0999999
26	51.563183	0	43.754101	65.631149	168.43829	102.4287	0	6899	71.5	.43854085	28.799999	503	2522	4560	0	0
47	51.583382	25.536261	51.072521	76.608788	115.82639	125.47859	0	7047	81.5	.51367599	26.6	503	3327	3872	0	37.700001
41	51.624561	.9672209	28.049406	44.492161	107.25948	106.62667	8.996851	85623	80.099998	.54350305	28.200001	7471	44767	39133	36.5	43.200001
18	51.681854	7.2103252	21.630976	43.261951	120.6507	99.178963	0	12854	70.900002	.60660404	25.200001	1002	7026	5819	32.599998	.2
1	51.698772	0	47.267914	56.721497	96.005341	151.66061	13.728721	11428	87.400002	.57869202	21.1	855	5153	5575	0	36.200001
44	51.754757	0	46.926327	46.926327	163.08588	177.26724	0	2370	0	.34923339	30.200001	158	1174	1318	0	7.6999998
10	51.761135	0	10.518012	26.295031	146.0134	130.52713	20.140987	14978	88.300003	.5898062	23.6	1269	6965	7964	43.700001	27.200001
34	51.761875	0	28.614349	35.767937	111.34068	92.975204	9.4268475	13793	81.400002	.56131029	24	1144	6777	6447	34.599998	45.099998
43	51.766903	0	52.246605	78.369904	88.698944	137.08018	0	5906	74.199997	.52952689	18.5	517	3065	2870	0	0
43	51.769417	0	6.8212824	23.874489	125.59647	104.51093	5.5481582	29579	81	.53981066	19.799999	2239	12886	16837	42.299999	14.8
14	51.788536	13.415616	53.662464	107.32493	216.76674	144.51115	0	10766	85.599998	.56828296	22	774	4269	6038	0	36.200001
41	51.802616	2.3294818	23.294819	45.424896	82.971001	120.14742	5.8099003	68638	77.300003	.48259792	29.6	5647	37553	30686	24	26.700001
44	51.807102	6.0830951	24.33238	66.914047	125.96202	111.42794	0	19371	72.599998	.50514376	20.799999	1325	7582	11579	40.400002	31.9
11	51.815487	0	22.806057	54.734539	165.62221	130.55804	17.806269	17375	82.400002	.57565343	23.200001	1459	8149	8479	64.099998	28.1
44	51.868748	0	68.618484	68.618484	111.41223	129.47906	28.587765	5699	81.199997	.48577493	20.6	394	2355	3062	0	11.5
11	51.879833	0	35.984165	47.978889	127.17436	140.10735	0	5559	86.099998	.59038526	21.299999	551	3037	2785	0	13.1
49	51.924866	5.0910015	15.273005	35.637012	165.11263	130.45341	3.1583602	39857	73.5	.55036628	19.9	3726	20748	18323	17	5.1999998
26	51.931458	0	0	0	145.29239	117.96015	0	10136	89.300003	.57394636	21	805	3915	5889	0	0
18	51.958622	6.8653026	6.8653026	27.46121	134.54341	84.395409	0	13155	64.5	.48461422	14.4	1129	6597	6334	0	.2
47	51.958897	0	24.783148	37.174721	109.53395	123.03814	0	7838	71.800003	.47215626	26.299999	643	3789	4393	0	22.4
49	51.984344	0	0	0	118.58377	103.18328	17.199862	9197	78.5	.51792282	19.700001	716	4352	5104	0	2.5999999
3	52.000443	1.2644622	39.19833	55.636341	115.00258	190.18433	18.474045	36504	73.900002	.50838292	32.900002	2934	20339	15540	32.400002	2
43	52.024658	0	18.901806	28.352707	120.10587	97.810768	10.058338	15655	79.199997	.52586097	22.1	1315	7637	8104	22.1	4
19	52.03965	4.5909467	18.363787	41.31852	113.76054	76.138947	0	19287	91.300003	.57802862	24.299999	1487	9567	8001	17.799999	49.299999
42	52.058506	0	31.842064	47.763096	204.4623	243.91994	21.450022	5552	90.099998	.56281918	28.799999	467	2937	2636	0	.1
10	52.087399	0	6.4441295	32.220646	135.24478	120.92476	0	10325	90.599998	.565534	24.1	794	4532	5662	0	30.200001
1	52.100143	4.3614793	23.988136	45.795532	110.16816	110.82198	16.079756	37443	82.199997	.50748062	17.4	3121	18314	18688	25.5	6.0999999
11	52.104794	0	21.206337	30.294767	125.88602	127.20191	4.5674615	32311	81.800003	.54600871	24.6	2513	15421	16726	42.799999	37.200001
1	52.199707	0	18.258171	54.774513	99.216446	131.01659	0	11051	78	.47438294	16.200001	879	5348	5708	0	6.4000001
4	52.216358	11.731582	35.194744	70.389488	103.1468	105.6423	0	15323	94.5	.62463641	24.5	1292	6876	8443	38.900002	22
19	52.217724	5.4301591	16.290478	38.011112	123.74304	95.932106	5.4869685	49783	82.400002	.5320912	21.200001	3745	24742	24525	55.799999	19.700001
1	52.229008	0	29.610985	40.715107	136.84772	141.64005	24.866343	26213	84.400002	.52151251	18.700001	2175	12086	13657	22.1	15.9
34	52.258461	4.0943336	22.518833	49.132	104.89075	137.63289	9.2472725	47982	84.599998	.52503502	24.4	4057	24985	23752	22.299999	27
10	52.28672	0	11.726767	11.726767	125.79949	146.98677	13.092433	11461	95.5	.55489671	27.4	883	5228	6450	0	25.700001
49	52.348148	0	14.566643	21.849964	189.72908	92.406906	0	15486	79.400002	.57074946	22.299999	1286	7152	8375	0	1.2
44	52.368351	0	13.078948	22.888159	111.27525	102.32207	2.6488662	44678	69.199997	.49153253	27.799999	3589	23856	20201	60.299999	1.8
4	52.37788	5.1419168	20.567667	35.99342	157.20618	97.157471	0	20247	90.699997	.59178865	26.299999	1537	8062	11387	42.700001	37.299999
26	52.389278	0	17.391304	34.782608	143.99242	120.29746	0	6864	85.5	.58578604	20.1	557	2786	3989	0	0
19	52.407528	5.6417489	50.775742	56.417488	130.00818	101.71229	8.1539469	18289	90.199997	.5919081	23.200001	1417	8008	9340	15.5	36.799999
11	52.417213	0	11.097548	44.39019	155.5099	122.69588	29.086678	11392	86.5	.59259987	27.5	946	5081	5822	40.5	51.299999
43	52.486771	0	0	0	114.14113	105.88995	19.091257	9753	79.400002	.57190561	18.200001	731	4492	5158	28.1	13.4
44	52.5	0	25.503698	51.007397	165.41757	109.55286	9.5565748	20816	89.099998	.57423973	16	1386	7267	13117	17.799999	14.1
11	52.50098	5.9217148	29.608574	47.373718	92.962723	113.41452	0	12825	83	.53208089	27	1011	6281	6227	35.799999	42.400002
1	52.51355	0	25.122473	50.244946	133.9812	124.65339	10.300783	16141	82.900002	.55310512	20.9	1314	7391	8889	26.200001	15.9
10	52.514587	0	6.0951452	18.285435	118.33386	128.71402	4.2419615	37026	86.099998	.58561981	26.299999	3705	18442	17725	19.799999	31
41	52.538399	2.287178	24.015369	43.456383	97.635918	93.680519	13.735792	76229	79	.47075608	35.099998	5718	41701	32114	40.200001	46.700001
34	52.560421	3.5546708	31.992037	42.656052	128.74214	121.38545	9.2772989	32914	77	.48016474	26.1	2809	16511	16977	21.1	44.400002
42	52.580982	0	0	0	125.22029	69.566833	0	4785	87.199997	.56502891	36	375	2076	2387	0	0
14	52.612778	0	0	15.391719	179.42584	94.536194	45.413261	7586	80.300003	.57055777	21	619	3281	4417	0	1.1
18	52.718758	0	7.6010947	22.803284	139.41283	107.6349	0	14316	72.800003	.49803737	15.8	1042	6369	7760	0	10.6
19	52.734863	5.9340138	17.802042	29.670069	154.22073	97.689667	14.86105	34611	87.599998	.56921977	23.6	2630	16751	16156	45.299999	46.799999
1	52.759903	3.8317113	22.990267	34.485401	143.62752	128.89648	0	22215	84.5	.53270751	19.1	1830	10120	12139	13.3	3.3
11	52.784142	0	8.8952141	35.580856	128.79349	125.83272	15.503876	8740	88.400002	.63504755	20.799999	842	4628	4209	41.5	20.5
49	52.82972	0	14.359564	57.438255	184.22568	97.869888	0	8078	80	.57516867	14.6	691	3705	4198	0	.1
11	52.837227	3.2119226	12.847691	41.754993	84.151932	109.50539	11.687704	24007	83.5	.56780946	27	1864	11842	11445	42.200001	29.799999
19	52.837791	6.6666665	33.333332	66.666664	150.02545	140.20236	17.024174	19877	93.099998	.61444497	27.299999	1516	8432	10820	39.700001	50.299999
32	52.865158	0	44.672771	67.009155	132.58078	215.91727	0	5897	86.599998	.57207364	24.5	457	2879	2485	0	.1
41	52.877747	6.9681554	41.808933	55.745243	115.97475	119.05373	19.245573	14877	83.099998	.54058963	25.1	1276	7157	7284	2	36.599998
44	52.883835	0	0	0	151.97569	132.57454	0	4995	98.199997	.56089383	37.599998	446	2685	2798	51.299999	0
37	52.89645	20.580366	0	41.160732	166.04401	148.95123	0	5550	82.599998	.5973472	24.9	452	2111	3388	0	2
44	52.94426	0	0	26.343519	214.06729	88.963028	0	5728	92.099998	.61497325	28.700001	442	2057	3755	0	14.2
1	52.959282	0	31.595577	44.233807	83.300934	97.739769	14.318442	18674	84.599998	.53244501	26.200001	1558	9231	9229	35.299999	42.099998
34	52.967678	2.3126199	20.81358	39.314541	109.12308	97.998878	5.2438383	81805	84.599998	.46799183	33.5	5830	43114	40132	40.799999	36.700001
6	52.986828	0	0	11.571396	156.52695	108.18774	13.462574	8534	86.800003	.63745946	29.299999	707	4314	3763	0	0
47	52.989914	3.262696	11.419436	33.442635	119.33103	99.426109	3.8598115	5586	86.300003	.49439728	38.5	3788	29450	34532	44.799999	5.9000001
4	53.01746	13.353809	13.353809	40.061428	76.141693	85.659401	0	11798	85.699997	.5920608	22.1	872	4736	7245	0	3.5999999
44	53.031269	0	0	57.323013	126.64939	85.414703	0	3134	93.099998	.5893358	17.1	246	1069	1924	0	10.2
44	53.072559	0	11.936023	11.936023	124.52029	104.10713	0	8300	81	.51635563	25	726	4555	4010	75.699997	.1
25	53.078442	0	46.339203	60.820206	135.4509	114.50488	7.7160492	35318	91.199997	.60360956	32.5	2695	16678	17708	34.299999	43.900002
11	53.104652	4.0454712	24.272827	52.591125	110.31178	133.99837	16.270744	25621	82.5	.54386806	26.200001	2021	12492	12334	50.400002	41.599998
44	53.17091	0	19.88335	39.766701	117.75548	91.1325	11.111111	13758	74	.49526918	18	1093	6130	6911	0	1.9
41	53.201092	0	30	35	120.68277	133.70609	14.411299	18000	77.300003	.53477788	29	1576	9230	8189	41.299999	43.299999
47	53.222443	6.8119893	34.059944	47.683922	140.52966	128.7433	0	34139	78.800003	.51355863	21.6	2918	16779	16561	0	44
11	53.257946	3.3447053	30.102348	43.481171	104.72251	91.566414	0	24618	88.099998	.59853059	27.9	1974	12250	11753	34.400002	36.900002
44	53.361935	0	30.407459	30.407459	172.50238	122.34212	0	11422	90.699997	.59161729	21.799999	831	4557	6472	0	31.299999
35	53.39254	0	0	0	96.279488	89.402382	0	2815	89.599998	.61550385	20.9	249	1290	1267	0	0
41	53.399071	1.6611296	21.594685	38.205978	127.27713	126.44161	11.798574	53339	78.300003	.52942842	26.799999	4509	28204	24140	24.799999	44.400002
4	53.431969	7.1772051	0	35.886024	139.0451	86.792488	15.56178	12593	86.099998	.58494323	25	881	5021	7407	31.6	2.0999999
44	53.438808	0	37.977688	47.472111	83.722847	66.894135	0	21286	74	.51174539	25.9	1137	11281	11499	55.900002	32.599998
44	53.442047	0	12.674272	25.348543	165.16344	114.89631	0	9180	86.699997	.57687992	17.299999	621	3564	5380	31.5	23.9
37	53.495697	8.8886251	41.480251	74.071877	134.03757	100.52818	17.768301	29677	88.699997	.60238212	21.1	2460	12258	16702	21.6	3.5
18	53.51461	0	9.1979399	18.39588	145.06302	103.15593	0	12347	72.199997	.47862399	15.3	801	5029	7413	27.1	2.2
44	53.529064	0	22.527596	37.545994	174.9512	94.608803	0	20342	91.199997	.58891571	17.799999	1496	7867	12133	30.4	10.4
25	53.54998	0	28.550453	36.707726	125.36839	113.55357	18.32173	23731	87.199997	.57895201	27.6	1968	11279	11613	30.6	33.799999
4	53.559456	14.878738	7.4393692	37.196846	134.84714	74.495972	0	12571	85.5	.56690729	21.1	940	5403	7095	29.299999	1.3
25	53.612854	0	20.875374	20.875374	140.18411	123.08849	0	13907	86.300003	.55401528	18.4	1120	6276	7873	0	4.9000001
19	53.647747	1.3254514	26.509026	43.739895	105.89075	134.8956	9.2876377	59825	88.800003	.60251719	26.5	4591	29239	28947	35.700001	33.799999
43	53.666668	0	24.289532	24.289532	149.49338	132.88301	20.911753	8412	84.800003	.52734375	16.700001	597	3584	4885	0	6.4000001
25	53.683224	4.5772877	22.886438	36.618301	78.527176	87.875656	0	21667	87	.68876851	35.700001	1407	11628	9493	41.599998	33.799999
34	53.691029	0	0	19.011406	159.13399	91.223305	0	13599	79.800003	.49584246	21.6	1244	6855	7391	18	.30000001
1	53.809502	4.7562428	23.781214	42.806183	150.19742	128.55325	7.1684589	22899	78.400002	.50171298	21.1	1883	10508	12003	17.200001	15.1
4	53.854874	0	0	11.983224	167.34901	91.145447	0	7946	89.599998	.5977723	19	643	3232	4683	0	4.3000002
37	53.878456	0	4.115057	4.115057	145.61722	105.42686	29.002319	17711	88.199997	.65540153	26.4	1483	8729	8887	32.900002	1.6
49	53.967854	17.295053	0	17.295053	124.15372	110.5744	0	7910	78.300003	.52988911	20.700001	615	3697	4463	0	2.0999999
18	54.011482	8.5719185	17.143837	42.859592	137.33104	96.898552	0	21157	75.199997	.52454162	14.3	1846	10472	10229	0	.1
47	54.031242	0	12.637964	29.488585	154.64284	117.75555	11.118524	31109	75.900002	.4826501	26.700001	2010	12709	18179	0	38.599998
19	54.036587	3.1816735	41.361755	57.270123	149.2963	105.68165	17.438313	30788	89.599998	.57905519	22.5	2272	14648	14452	25.700001	48.799999
18	54.061245	0	11.474469	17.211704	134.82933	90.674698	0	16195	74	.53634715	12.9	1279	7167	8565	18.799999	.5
11	54.114498	0	8.7252417	17.450483	116.80516	125.67644	13.706141	10502	71.5	.51731122	22.4	906	4939	5044	26.1	47.900002
43	54.155598	0	9.1844234	45.922115	122.87668	111.49921	16.700068	10602	69.099998	.47112587	16.6	817	4814	6135	0	2.5999999
47	54.16515	0	28.724627	33.512066	154.94476	124.32327	0	11072	81.400002	.49744752	26	1785	10578	11872	25.6	4.3000002
44	54.190567	0	15.331937	35.774517	134.02818	101.83147	9.1424389	17124	78.199997	.52445215	26.799999	1240	7484	9579	60.900002	15
37	54.219315	5.5181546	11.036309	16.554464	154.87868	106.43925	0	13373	84.900002	.557832	22.9	1057	5369	7747	0	0
1	54.223682	0	32.99604	49.494061	102.08711	127.86669	0	16529	86.099998	.56717354	19.9	1428	7957	6871	0	32.700001
42	54.240482	0	82.884377	82.884377	252.76462	260.66351	0	2671	85.699997	.64607167	27.9	221	1311	1276	0	0
34	54.25182	0	0	23.772732	141.58054	123.31207	13.517167	10063	83.800003	.54436404	25.700001	790	4835	4917	0	36.700001
11	54.274841	0	28.624588	42.936882	110.61669	124.44377	23.929171	11861	74.199997	.51253867	19.6	972	5822	5938	36.599998	29.5
18	54.339199	20.663292	10.331646	41.326584	128.88138	118.252	0	11610	77	.5271461	20.700001	860	4881	6418	0	16.6
34	54.373058	2.9947293	29.947292	44.92094	134.57321	117.97584	21.6394	31918	80.599998	.52826524	25.6	2625	15956	16139	39.799999	43.799999
47	54.390976	0	2.211313	19.901817	143.16814	104.92459	3.1511943	6684	80.699997	.52054375	22.200001	3862	22805	22305	27.200001	4.5
44	54.427505	8.3015108	24.904533	45.65831	132.57268	100.13469	7.4008288	18559	72	.50887322	22.700001	1698	9354	9185	33.299999	1
10	54.482758	0	86.862106	108.57764	127.19769	113.06461	0	2900	91.5	.58146489	22.9	252	1338	1543	0	11.4
18	54.483925	0	0	0	171.60289	88.979279	243.90244	2377	91.900002	.5821501	17.6	180	986	1488	0	.69999999
44	54.487896	5.3861899	21.54476	26.930948	167.05157	139.09872	0	20584	83.800003	.54241854	23	1544	8534	11752	22	25.6
11	54.494011	0	26.462027	39.693039	110.16095	85.888199	20.964361	7682	85.5	.59613699	20.6	648	3417	3676	0	44.799999
47	54.502956	8.2781458	11.037528	35.871964	63.053455	82.525848	0	28000	85	.4262999	32.099998	1052	8616	8406	0	1.6
11	54.521706	0	11.050945	33.152836	105.45021	152.31697	0	8051	74.199997	.52544802	15	698	4185	3451	0	60.099998
34	54.544632	5.461894	18.206314	43.695152	133.69373	135.80328	7.1808128	56573	78.5	.50928986	26.299999	4553	29979	28346	49.799999	40.200001
11	54.554081	9.024456	18.048912	45.12228	177.6199	122.74545	0	9529	90.400002	.60322446	20.700001	897	4776	4771	0	22
47	54.581482	0	22.026432	22.026432	183.44159	116.05489	0	6357	88.900002	.53044808	28.4	478	2611	3735	0	41.299999
43	54.603611	0	6.2355804	18.706741	79.29467	100.49226	0	15975	75.599998	.50480169	18.4	1230	7185	8607	29	2.7
44	54.62051	16.380016	24.570024	40.950043	154.03992	116.25654	29.188559	10675	85.5	.53144449	24.700001	825	4659	5899	0	20.9
34	54.62598	0	17.151775	30.873198	119.62611	114.59175	8.9329586	61025	81.599998	.52696699	26.9	5228	31279	29636	28.4	39.700001
47	54.63282	0	84.231804	134.77089	96.203842	153.40614	0	5527	80.599998	.52303427	20.299999	474	2887	2494	0	75.5
11	54.646492	15.175275	35.408974	65.759521	116.72343	123.91871	17.244352	18204	81.099998	.56628811	19.799999	1546	8365	9184	33.400002	33.099998
26	54.649052	0	21.290186	53.225464	143.76614	123.79862	0	9979	85.699997	.56538647	19.6	793	4114	5564	0	0
18	54.666565	0	33.910622	38.754997	182.85356	149.09598	10.725011	52107	82	.59359229	18.299999	4911	26156	24342	24	7.9000001
19	54.799427	7.1488142	35.744072	57.190517	88.764084	95.592094	8.1819668	18260	89.699997	.60144842	23.5	1579	8285	9884	25.6	13.2
11	54.85247	0	17.379215	34.75843	97.288719	166.41492	0	5629	82.400002	.55596405	19.200001	438	2448	2817	0	23
49	54.887604	0	60.324028	68.941742	149.0675	107.10776	0	15616	74.300003	.52948719	19.299999	1288	7020	7984	0	.80000001
37	54.892231	0	26.167736	39.251602	157.53914	118.56039	0	7653	93.900002	.66555893	21.6	596	3310	4461	0	1.6
11	54.896908	0	56.30983	81.336418	119.7673	107.41036	14.594279	11252	83.599998	.53878832	21.1	953	5414	5927	0	18.6
11	54.994484	0	54.768799	78.241142	104.44421	121.49632	11.837121	11834	91.400002	.5990144	21.299999	941	5479	5552	5.1999998	54.700001
44	55.032585	13.419216	13.419216	26.838432	145.35014	117.53622	17.646021	18114	76.099998	.49480605	22.4	1336	7605	10168	32.700001	18.200001
41	55.04887	1.0350145	24.840349	33.120464	59.192486	97.290924	9.2558308	38636	82.699997	.55411625	22.9	3445	21075	15995	16	49.5
43	55.050423	0	11.619801	11.619801	134.83224	110.31729	0	6247	83.900002	.54296219	17.9	487	2991	3342	0	1.9
4	55.059425	0	12.114604	24.229208	116.8961	77.674385	0	16296	84.599998	.59022802	22.5	1156	6140	9886	35.700001	2
44	55.068153	7.1403069	28.561228	42.841843	154.70978	105.742	0	20020	69.900002	.48235011	24.4	1609	8272	12594	30	28.4
25	55.090466	1.2162639	20.676485	32.839127	104.51568	116.51748	14.340344	78890	85.099998	.52792096	28.700001	5546	39576	36390	67.300003	54.799999
11	55.138012	3.84571	38.4571	65.377075	110.66365	122.45032	12.578616	22696	84.900002	.55484897	24.799999	1882	11322	10376	39.799999	27.200001
11	55.164562	7.1055532	21.316658	35.527763	133.04428	132.45033	28.529043	24631	80.099998	.5714643	27.799999	1981	11999	12163	54.599998	52.799999
25	55.211929	0	0	0	115.08784	133.39728	10.528532	15563	87.099998	.5909608	26.700001	1182	7036	8132	17.700001	18.200001
47	55.213757	0	4.1203132	8.2406263	136.15363	120.34554	0	31867	81.400002	.52589232	26.9	2654	15661	15745	18.4	46.799999
44	55.217937	8.4609528	16.921906	42.304764	156.43332	105.10364	27.517887	15139	84	.55380142	23.4	1209	7221	7572	46.599998	2.8
4	55.244831	0	14.754704	22.132055	112.02435	121.7656	16.469038	9333	89.900002	.58214909	22.5	773	4011	5066	29.6	31.299999
4	55.25238	0	15.352022	27.63364	113.28613	85.08828	24.393219	25542	89.599998	.58924139	22.9	1962	11284	12693	11.7	23.799999
11	55.261589	4.4497843	22.24892	35.598274	116.37291	144.40433	0	20194	80.5	.57056779	22.200001	1684	9792	9366	47.599998	51
41	55.277756	9.2332687	18.466539	48.013	84.027588	94.449615	0	24226	88.099998	.55738479	28.1	2164	12756	11363	14.9	48.799999
4	55.299919	0	0	37.170116	121.71341	87.686005	0	6097	87	.595092	28.799999	468	2282	3773	0	0
43	55.300232	5.7636886	40.345821	63.400578	88.856903	120.43415	0	15982	82.599998	.499587	15.5	1153	7264	9123	24.5	10.6
34	55.312447	0	0	0	100.25342	114.17751	0	5722	87.300003	.55643338	23.6	470	2658	2814	0	42.099998
44	55.347736	0	88.404305	103.13835	111.16504	164.399	0	7612	83.699997	.58034158	21.200001	595	2869	4606	0	26.9
43	55.35672	0	0	19.491278	130.49026	107.54693	0	8472	72.699997	.55558187	12.4	716	4219	4274	0	0
11	55.396214	0	55.529114	87.260033	118.09647	122.91674	12.540757	12248	79.699997	.52533555	21.1	1030	5960	6056	33.799999	15.3
34	55.415428	0	16.233767	16.233767	95.375092	107.8833	20.07226	20079	81	.52431768	21.700001	1816	10589	9155	0	48
43	55.429951	3.9655788	11.896736	39.655788	125.32201	112.55773	20.366598	23387	77.5	.51938576	18.200001	2047	11787	11686	17.799999	3.9000001
44	55.447647	31.87759	15.938795	63.75518	173.02298	105.63509	0	6971	86.300003	.53053719	24.299999	496	2718	4155	0	33.099998
34	55.470974	0	9.996501	14.994752	91.647026	102.95413	40.625633	17523	77.400002	.59758353	30.6	1353	9187	8690	21	1.3
43	55.491913	6.6979237	20.093771	33.489616	118.49711	97.302505	0	13017	67.099998	.46358362	12	1030	6206	6457	0	1.4
37	55.493057	0	25.69043	77.071289	156.354	116.10446	0	8595	89.699997	.64605004	22.700001	684	3557	4926	0	3.9000001
19	55.584236	0	27.351051	27.351051	149.53787	117.25878	8.1182013	19070	90.199997	.62517834	25.1	1622	8412	9745	17	23.6
34	55.599792	0	17.097914	34.195827	145.81252	92.416382	7.8653455	19478	76.199997	.49294314	20.6	1608	9636	10457	0	1
44	55.643322	0	60.627495	65.679787	150.26392	127.97901	9.9088383	17118	88.300003	.56738311	22.4	1164	6886	9891	55.799999	31.299999
49	55.713547	0	16.06942	16.06942	165.31625	114.29271	22.988506	8081	82.800003	.62844038	26.9	615	3924	4147	0	0
25	55.785801	9.610302	19.220604	52.856663	83.62616	119.00645	14.967819	18961	88.900002	.54641181	28.5	1407	8737	9340	43	49.200001
11	55.805851	0	0	0	112.4335	104.20666	41.356491	4758	88.5	.73313409	26.299999	367	2342	2210	0	0
19	55.822575	6.6089487	6.6089487	19.826845	160.36633	144.6078	9.5620575	16242	92.5	.62290227	23.799999	1252	7091	8794	43.799999	31.200001
18	55.846405	0	26.532236	39.798355	141.38495	108.39513	0	9250	78.900002	.51175869	17	668	3912	5036	0	17
44	55.850765	5.3098283	37.1688	47.788456	150.924	143.01532	11.170688	14350	92.400002	.56717658	21.9	1113	6014	7668	24.5	29.299999
11	55.869492	0	20.43214	40.864281	162.63364	133.53078	0	17913	84.699997	.56735265	25	1431	8552	8986	59.700001	42.900002
4	55.913651	4.2165627	59.031876	88.547813	110.31853	70.689545	0	19822	87.199997	.55201524	24.700001	1401	8411	11937	31	2.5999999
4	55.92202	0	19.584803	32.641338	137.91109	108.97868	0	15697	88.900002	.63159347	22.200001	1240	7242	7707	29	33.900002
47	55.956169	0	5.3307748	21.323099	140.91122	125.25443	0	19803	68.800003	.50340199	13.9	2016	11023	8913	0	.69999999
43	56.135769	0	15.620119	15.620119	125.56548	113.52495	0	7690	82.099998	.50160021	14.9	629	3437	4468	0	3
26	56.155159	6.6146317	19.843895	46.302422	172.35645	133.04707	6.979341	21724	75.300003	.53421521	19	1887	10054	10065	45.200001	23.9
11	56.216881	0	42.262451	63.393673	118.43664	130.45195	0	15819	82.099998	.45622426	19.799999	1146	7527	8995	17.6	31.799999
43	56.225403	0	24.865313	41.442188	121.16928	112.08159	0	11943	79.199997	.47058824	12.4	939	5491	7011	0	1
