year	emp	wage	cap	indoutpt	n	w	k	ys	id
1983	.63300002	18.938	.1156	93.681297	-.45728484	2.9411705	-2.1576192	4.5398984	123
1977	.142	34.403301	.071999997	110.025	-1.9519281	3.5381525	-2.6310892	4.7007074	124
1978	.134	32.7509	.075400002	109.425	-2.0099154	3.4889305	-2.5849481	4.6952395	124
1979	.13500001	32.675301	.072700001	111.825	-2.0024805	3.4866195	-2.6214139	4.7169352	124
1980	.131	30.1467	.069200002	110.0833	-2.032558	3.4060755	-2.6707544	4.7012372	124
1981	.125	31.6479	.061799999	99.083298	-2.0794415	3.4546719	-2.7838519	4.5959611	124
1982	.126	29.6343	.0451	89.158302	-2.0714734	3.3889325	-3.0988731	4.4904137	124
1983	.123	29.370199	.041099999	91.150002	-2.0955708	3.3799806	-3.1917472	4.5125065	124
1984	.122	27.0973	.035799999	93.991699	-2.1037343	3.2994342	-3.3298075	4.5432067	124
1977	.45100001	19.8535	.111	117.3392	-.79628795	2.9883804	-2.198225	4.765069	125
1978	.458	19.451099	.1039	120.4718	-.78088611	2.9679036	-2.2643263	4.7914157	125
1979	.454	18.9776	.101	119.1908	-.78965807	2.9432592	-2.2926347	4.7807255	125
1980	.44600001	19.2195	.095600002	116.3851	-.80743629	2.9559255	-2.3475823	4.7569046	125
1981	.39899999	19.3864	.080799997	99.388496	-.91879392	2.9645717	-2.5157783	4.5990362	125
1982	.37	21.3976	.073600002	92.546204	-.99425226	3.0632787	-2.6091101	4.5277081	125
1983	.36399999	22.270399	.068400003	91.553802	-1.0106014	3.1032584	-2.6823823	4.5169268	125
1984	.35800001	22.393801	.061900001	94.940697	-1.0272223	3.1087842	-2.7822351	4.5532522	125
1977	.26699999	23.329399	.061799999	118.2223	-1.3205067	3.1497142	-2.7838519	4.7725668	126
1978	.264	22.635799	.070900001	120.1551	-1.3318062	3.1195326	-2.6464849	4.7887836	126
1979	.259	21.8032	.0691	118.8319	-1.3509272	3.0820568	-2.6722004	4.77771	126
1980	.236	20.787701	.047499999	111.9164	-1.4439235	3.0343616	-3.0470257	4.717752	126
1981	.15899999	25.351801	.040100001	97.554001	-1.8388511	3.2328498	-3.2163789	4.5804062	126
1982	.14399999	26.2677	.033100002	92.198196	-1.937942	3.2683401	-3.408222	4.5239406	126
1983	.131	30.2122	.0288	92.404099	-2.032558	3.4082458	-3.54738	4.5261712	126
1984	.104	34.331902	.023399999	95.748596	-2.2633643	3.5360751	-3.7550192	4.5617261	126
1976	1.138	14.6985	.68989998	94.665703	.12927234	2.6877453	-.37120864	4.5503516	127
1977	1.064	14.4097	.68730003	96.389999	.0620354	2.6679015	-.37498435	4.5684023	127
1978	1.135	14.9179	.67110002	98.607803	.12663265	2.7025619	-.39883709	4.5911503	127
1979	1.273	14.3948	.67830002	100.3584	.24137633	2.666867	-.38816556	4.608748	127
1980	1.51	14.2655	.65249997	100.1834	.41210964	2.6578441	-.42694417	4.6070027	127
1981	1.518	14.5068	1.0773	98.674301	.41739368	2.6746175	.074457869	4.5918245	127
1982	1.533	14.5422	.95450002	99.380699	.4272266	2.6770549	-.046567615	4.598958	127
1983	1.493	15.1643	.87910002	100.5633	.40078753	2.7189441	-.1288566	4.6107874	127
1984	1.589	16.2798	.93989998	101.6802	.46310487	2.7899251	-.061981812	4.6218324	127
1976	1.702	14.2391	.42230001	94.665703	.53180403	2.6559918	-.86203927	4.5503516	128
1977	1.834	13.9061	.44859999	96.389999	.60649937	2.6323276	-.80162364	4.5684023	128
1978	2.006	12.7122	.46849999	98.607803	.69614273	2.5425622	-.75821918	4.5911503	128
1979	2.053	12.706	.46700001	100.3584	.71930212	2.5420744	-.76142603	4.608748	128
1980	1.777	14.7105	.39559999	100.1834	.5749265	2.6885614	-.92735171	4.6070027	128
1981	1.582	14.4531	.47569999	98.674301	.45868987	2.6709089	-.7429679	4.5918245	128
1982	1.475	14.8611	.40239999	99.380699	.38865802	2.6987472	-.91030872	4.598958	128
1983	1.439	15.3642	.38029999	100.5633	.36394843	2.7320402	-.96679491	4.6107874	128
1984	1.327	14.7592	.36770001	101.6802	.28292078	2.6918666	-1.0004878	4.6218324	128
1976	.76800001	8.8274002	.2008	94.665703	-.26396555	2.1778605	-1.6054459	4.5503516	129
1977	.787	8.3601999	.1919	96.389999	-.23952703	2.1234822	-1.6507809	4.5684023	129
1978	.80400002	8.2349997	.19400001	98.607803	-.21815598	2.1083934	-1.6398971	4.5911503	129
1979	.86400002	8.0171003	.1991	100.3584	-.14618248	2.0815768	-1.6139481	4.608748	129
1980	.921	8.4820004	.2149	100.1834	-.082295239	2.1379464	-1.5375825	4.6070027	129
1981	.91000003	8.9605999	.39739999	98.674301	-.094310649	2.1928372	-.92281199	4.5918245	129
1982	.87099999	9.1365995	.3414	99.380699	-.1381133	2.2122884	-1.0747005	4.598958	129
1983	.87400001	9.1879997	.30180001	100.5633	-.13467489	2.2178984	-1.1979907	4.6107874	129
1984	.852	9.2131996	.2791	101.6802	-.16016875	2.2206371	-1.2761852	4.6218324	129
1976	20	29.309601	23.567301	101.7754	2.9957323	3.3779151	3.1598601	4.6227684	130
1977	20.700001	27.491899	24.726601	106.8009	3.0301337	3.3138914	3.2078795	4.6709661	130
1978	20.5	29.6514	42.942902	108.5589	3.0204248	3.3895094	3.7598715	4.6872931	130
1979	20.6	29.695499	43.6651	110.899	3.0252912	3.3909955	3.7765491	4.7086201	130
1980	18.5	30.4417	41.699902	102.8898	2.9177706	3.4158134	3.7304988	4.6336584	130
1981	15	34.6777	43.6712	99.547401	2.7080503	3.5460968	3.7766888	4.6006341	130
1982	12.348	37.102001	40.9263	99.318901	2.513494	3.6136708	3.7117729	4.5983357	130
1983	10.52	35.864899	42.2169	105.1429	2.3532782	3.5797591	3.7428205	4.6553202	130
1984	9.4300003	36.600601	43.000999	111.8661	2.2438962	3.6000648	3.7612233	4.7173028	130
1976	4.0999999	25.557501	.50400001	103.7669	1.4109869	3.2409308	-.685179	4.6421471	131
1977	4.046	24.737301	.5298	106.9042	1.3977287	3.2083123	-.63525569	4.6719332	131
1978	3.566	24.392799	.50779998	109.4623	1.2714446	3.194288	-.67766762	4.69558	131
1979	3.102	24.725401	.41980001	111.9345	1.1320471	3.2078311	-.86797684	4.7179141	131
1980	2.8859999	22.4762	.4463	100	1.0598714	3.112457	-.80676389	4.6051702	131
1981	2.5139999	22.857201	.40459999	93.186203	.92187506	3.1292663	-.90485638	4.5345998	131
1982	2.306	23.112	.30219999	90.816399	.83551443	3.140352	-1.1966662	4.5088401	131
1983	1.462	22.895901	.25240001	93.681297	.37980536	3.1309578	-1.3767401	4.5398984	131
1984	1.447	21.400499	.2374	97.748703	.36949247	3.0634143	-1.4380088	4.5823998	131
1976	.97100002	20.0884	.1139	126.7636	-.029428795	3.0001426	-2.1724343	4.8423238	132
1977	.954	18.175501	.1173	128.3653	-.047091611	2.9000745	-2.1430206	4.8548799	132
1978	.92500001	17.4424	.1337	124.4507	-.077961527	2.8589041	-2.0121567	4.8239098	132
1979	.90100002	19.7138	.1293	125.2176	-.10425	2.981319	-2.04562	4.8300529	132
1980	.88300002	17.1502	.1183	100	-.12443006	2.8420098	-2.1345315	4.6051702	132
1981	.72799999	20.091801	.1001	97.430496	-.31745425	3.0003119	-2.3015857	4.5791392	132
1982	.66600001	21.871901	.096500002	96.679703	-.40646559	3.0852027	-2.3382123	4.5714035	132
1983	.62199998	25.163401	.093800001	98.738602	-.47481522	3.2253907	-2.3665905	4.5924759	132
1984	.61500001	24.6744	.0902	103.7289	-.48613301	3.2057662	-2.405726	4.6417809	132
1976	2.1659999	27.622101	.28420001	117.6	.7728821	3.3186162	-1.258077	4.7672892	133
1977	2.398	25.0826	.2757	115.875	.87463504	3.2221744	-1.2884419	4.752512	133
1978	2.3570001	23.2591	.27630001	113.525	.85738969	3.1466966	-1.286268	4.7320232	133
1979	2.3559999	22.5165	.29010001	109.875	.85696524	3.1142483	-1.2375295	4.6993432	133
1980	2.5090001	22.619301	.31470001	102.225	.91988426	3.1188035	-1.1561354	4.6271763	133
1981	2.1129999	22.3941	.27250001	91.900002	.74810869	3.1087976	-1.3001167	4.5207009	133
1982	1.95	25.2626	.2536	90.175003	.66782939	3.2293251	-1.371997	4.5017524	133
1983	1.7079999	26.704399	.23270001	87.800003	.53532308	3.2848284	-1.4580052	4.4750614	133
1984	1.714	27.6099	.21870001	87.275002	.5388298	3.3181744	-1.5200543	4.4690642	133
1976	13.026	15.22	1.503	117.0448	2.5669475	2.7226105	.40746313	4.7625566	134
1977	14.227	14.7212	1.5814	120.5774	2.6551416	2.6892886	.45831054	4.7922916	134
1978	14.006	15.5864	1.6276	119.3105	2.6394858	2.7463987	.4871065	4.7817292	134
1979	13.889	15.5672	1.6553	117.8746	2.6310971	2.7451661	.50398225	4.7696214	134
1980	13.319	14.8591	1.5154999	100	2.5891917	2.6986125	.41574538	4.6051702	134
1981	13.018	16.965401	1.3250999	92.662102	2.5663331	2.831176	.28148788	4.5289598	134
1982	13.631	16.773701	1.2835	91.270401	2.6123466	2.8198123	.24959068	4.5138264	134
1983	13.349	18.4911	1.2235	94.671402	2.5914414	2.9172895	.20171562	4.5504122	134
1984	13.486	17.8505	1.2061	97.903	2.6016521	2.8820314	.187392	4.5839772	134
1976	2.3659999	18.6381	.3976	116.9589	.86120075	2.9252079	-.9223088	4.7618227	135
1977	2.3699999	18.8664	.38710001	119.6943	.86288989	2.9373825	-.94907218	4.7849412	135
1978	2.3469999	17.417101	.3946	119.6272	.85313785	2.8574526	-.92988265	4.7843804	135
1979	2.145	17.039801	.37169999	118.2336	.76313955	2.8355517	-.98966825	4.7726622	135
1980	1.818	16.9023	.3276	104.4687	.59773695	2.8274498	-1.1159619	4.6488876	135
1981	1.5700001	18.402399	.27110001	94.496597	.45107564	2.9124811	-1.3052675	4.548564	135
1982	1.3150001	18.341499	.21610001	91.618301	.2738367	2.9091661	-1.532014	4.5176311	135
1983	1.187	19.208099	.18170001	93.821198	.17142914	2.955332	-1.7053983	4.5413909	135
1984	1.194	19.5002	.147	97.0951	.17730902	2.9704247	-1.9173226	4.5756907	135
1976	.61500001	24.100201	.1242	117.0448	-.48613301	3.1822202	-2.0858622	4.7625566	136
1977	.74199998	22.055099	.1189	120.5774	-.29840606	3.0935438	-2.1294725	4.7922916	136
1978	.67299998	20.0774	.1085	119.3105	-.39600998	2.9995949	-2.2210052	4.7817292	136
1979	.69	19.3673	.0973	117.8746	-.37106368	2.9635861	-2.3299563	4.7696214	136
1980	.324	19.2094	.073600002	100	-1.1270118	2.9553998	-2.6091101	4.6051702	136
1981	.226	24.182899	.0605	92.662102	-1.4872203	3.1856458	-2.8051119	4.5289598	136
1982	.25799999	24.149599	.055100001	91.270401	-1.3547957	3.1842678	-2.8986056	4.5138264	136
1983	.35600001	23.242399	.052700002	94.671402	-1.0328245	3.1459782	-2.9431398	4.5504122	136
1984	.465	22.592501	.055599999	97.903	-.76571786	3.1176181	-2.8895721	4.5839772	136
1976	2.599	38.437801	.66430002	110.05	.95512676	3.6490414	-.40902138	4.7009349	137
1977	2.7019999	34.050999	.81639999	109.425	.99399221	3.5278594	-.20285086	4.6952395	137
1978	2.7079999	37.695099	1.0343	111.225	.99621034	3.6295302	.033724841	4.711555	137
1979	2.6229999	33.479401	1.0091	111.225	.96431869	3.5109303	.0090588052	4.711555	137
1980	2.3770001	32.2369	.9138	102.75	.86583924	3.4731119	-.090143546	4.6322989	137
1981	1.995	33.7775	.79860002	91.75	.69064403	3.5197949	-.22489506	4.5190673	137
1982	1.747	34.5625	.71359998	90.425003	.55790001	3.5427692	-.33743271	4.5045209	137
1983	1.612	35.023998	.64240003	93.150002	.47747564	3.5560334	-.44254407	4.5342112	137
1984	1.1849999	35.816299	.49669999	94.724998	.16974273	3.578403	-.69976908	4.5509777	137
1976	1.9220001	26.959299	.25470001	101.7059	.65336633	3.2943282	-1.3676689	4.6220856	138
1977	1.929	24.9356	.25830001	105.597	.65700173	3.2162964	-1.3536335	4.6596298	138
1978	1.934	25.122	.2608	108.3964	.65959042	3.2237439	-1.3440014	4.6857948	138
1979	1.976	26.573	.2631	110.9044	.68107456	3.2798955	-1.3352211	4.7086687	138
1980	2.096	27.3524	.26840001	104.9727	.74003077	3.3088043	-1.3152769	4.6537004	138
1981	1.99	24.2052	.2323	96.025299	.68813467	3.1865675	-1.4597256	4.5646119	138
1982	1.558	25.488001	.19059999	91.803802	.44340292	3.2382078	-1.6575783	4.5196538	138
1983	1.372	26.804899	.16240001	92.487503	.31626952	3.2885847	-1.8176928	4.5270734	138
1984	1.3049999	27.095699	.15019999	96.053902	.26620299	3.2993751	-1.8957876	4.5649095	138
1976	1.0549999	22.1859	.1469	102.5303	.053540718	3.099457	-1.9180032	4.6301584	139
1977	1.044	21.1581	.2238	106.1199	.043059517	3.0520229	-1.4970025	4.6645699	139
1978	1.109	20.1187	.25369999	108.8228	.10345868	3.0016496	-1.3716029	4.6897206	139
1979	1.171	20.0128	.2422	111.3165	.15785809	2.996372	-1.4179914	4.7123775	139
1980	1.123	19.438601	.2965	102.9836	.1160037	2.9672608	-1.215708	4.6345696	139
1981	1.074	19.881399	.26109999	94.889603	.071389996	2.9897845	-1.3428519	4.5527143	139
1982	1.087	20.3375	.2482	91.408798	.083421618	3.0124664	-1.3935204	4.5153418	139
1983	1.5089999	20.2055	.35170001	92.964996	.41144714	3.0059547	-1.0449767	4.5322232	139
1984	1.513	20.308399	.33579999	96.731796	.41409445	3.0110345	-1.0912396	4.5719423	139
1976	1.541	29.093901	.65100002	104.7664	.43243155	3.3705285	-.42924559	4.6517329	140
1977	1.447	25.6975	.6846	107.4791	.36949247	3.2463937	-.37892056	4.6772966	140
1978	1.425	27.587601	.70950001	108.9188	.35417178	3.3173664	-.34319475	4.6906028	140
1979	1.438	29.0149	.66500002	111.5591	.36325324	3.3678095	-.40796819	4.7145543	140
1980	1.401	28.277201	.59359998	100	.33718628	3.3420558	-.52154964	4.6051702	140
1981	1.33	30.427401	.4754	99.3965	.28517899	3.4153435	-.7435987	4.5991168	140
1982	1.192	30.556499	.42030001	99.293098	.1756326	3.4195774	-.86678654	4.5980759	140
1983	1.136	30.8661	.36970001	107.0929	.12751335	3.4296584	-.99506336	4.6736965	140
1984	1.0930001	30.644199	.36250001	113.4571	.088926256	3.4224434	-1.0147308	4.7314248	140
