store	chain	co_owned	state	southj	centralj	northj	pa1	pa2	shore	ncalls	empft	emppt	nmgrs	wage_st	inctime	firstinc	meals	open	hoursopen	pricesoda	pricefry	priceentree	nregisters	nregisters11	time
150	1	0	1	0	0	1	0	0	0	8	12	20	3	5.75	28	.57999998	2	7	15	1.11	.88	.88	3	2	1
156	1	0	1	0	0	1	0	0	0		2	18	2	5.0500002		.30000001	2	7	15	.94999999	.94	1.01	3		1
158	2	0	1	0	0	1	0	0	0		3	4	4	5.0500002	13	.25	1	11	11.5	.94999999	.94	2.49	3	2	1
159	2	0	1	0	0	1	0	0	0		10	5	4	5.25	13	.25	1	10.5	11.5	.94999999	.83999997	2.49	4	3	1
162	3	1	1	0	0	1	0	0	0		3	30	3	5.0500002	26	.18000001	2	7	15.5	1.11	1.01	1.05	6	5	1
166	4	0	1	0	0	1	0	0	0	1	0	35	4	5.0500002	26	.18000001	2	10.5	12.5	1.11	.83999997	1.26	2	2	1
168	1	0	1	0	0	1	0	0	0		0	32	4	5.25	10	.18000001	1	6	16	1.11	.94999999	1.14	3	1	1
171	1	1	1	0	0	1	0	0	1		10	12.5	5	5.0500002	4	.1	2	7	16	1.1799999	1.04	1.03	3	3	1
172	1	0	1	0	0	1	0	0	0	2	7	23	3	5.0500002	8	.18000001	1	9	13	1.11	1.01	1.05	6	3	1
173	1	0	1	0	0	1	0	0	0	1	11	30	5	5.0500002	26	.15000001	2	6	18	1.05	.94	1.04	4	3	1
174	1	0	1	0	0	1	0	0	1		20	20	3	5.0500002	4	.2	2	7	16	1.05	.89999998	.98000002	3	3	1
176	1	0	1	0	0	1	0	0	0	1	20	27.5	4	5.0500002			2	7	16	1.04	1.0599999				1
178	2	1	1	0	0	1	0	0	1		1	10	3	5.0500002	26	.25	1	11	10.5	1.01	.94	2.6400001	3	2	1
179	2	0	1	0	0	1	0	0	0	3	2	10	4	5.0500002	26	.2	1	10.5	11	.94	.83999997	2.49	3	3	1
180	2	0	1	0	0	1	0	0	1		0	17.5	4	5.0500002			2	11	12	1.05	1.05	2.8499999	4	4	1
182	2	0	1	1	0	0	0	0	1		0	15	3	5.0500002	26	.25	2	11.5	10	1.05	1	2.73	4	3	1
183	2	0	1	0	0	1	0	0	0	4	15	10	2	5.0500002	13	.25	2	11	10.5	1.05	1	2.75	4	3	1
185	2	0	1	0	1	0	0	0	1		2	6	3	5.0500002	26	.25	1	11	10.5	1.05	1	2.75	3	3	1
186	3	0	1	0	0	1	0	0	0	3	12	18	4	5.0500002	26		2	6	16	1.17	1.0599999	.94999999	5	3	1
189	3	0	1	0	0	1	0	0	0		0	19	3	5.0500002	52	.2	2	7	15	1.11	1.0599999	1.05	5	3	1
192	4	0	1	0	0	1	0	0	0		4.5	30	3	5.25	19	.18000001	2	10.5	12.5	1.05	.83999997	1.26	2	2	1
193	4	0	1	0	0	1	0	0	1	2	4	9	3	5.0500002	26	.13	2	9	13	1.01	.89999998	1.26	2	1	1
195	4	0	1	0	0	1	0	0	1	2	8	25	3	5.0500002	26	.15000001	2	10.5	12.5	.94	.83999997	2.1099999	2	2	1
198	1	0	1	0	0	1	0	0	0	8	10	32	4	5.0500002	26	.15000001	2	7	16	1.05	.94	.94	3	3	1
199	2	0	1	0	0	1	0	0	0		11	3	4	5.0500002	2	.44999999	1	11	10.5	.91000003	.89999998	2.45	4	3	1
200	1	0	1	0	0	1	0	0	0		5	40	4	5.0500002	52	.25	2	6.5	17.5	1.05	.94	.98000002	5	4	1
201	1	0	1	0	0	1	0	0	0		16	22	3	5.0500002	26	.28	1	7	17	1.05	.94999999	.94999999	3	3	1
202	1	0	1	0	0	1	0	0	0		13	11	4	5.0500002	4	.079999998	3	6	19	1.15	.94999999	.63999999	3	3	1
203	1	0	1	0	0	1	0	0	0		4	34	3	5.0500002	26	.18000001	0	7	17	1.05	.94999999	.94999999	3	2	1
204	1	0	1	0	0	1	0	0	0		12	13.5	3	5.0500002	13	.25	2	6.5	17.5	1.05	.99000001	1.05	3	2	1
207	2	1	1	0	0	1	0	0	0		8.5	6	2	5.1999998	52	.5	1	11	12	1.05	.83999997	2.3199999	5	3	1
208	3	1	1	0	0	1	0	0	0	2	5	32	3	5.0500002	26		2	8	14	1.0599999	1.0599999	1.05	5	5	1
209	3	1	1	0	0	1	0	0	0		6	37	4	5.0500002	26	.2	2	7	16	1.11	1.0599999	1.05	5	5	1
210	4	1	1	0	0	1	0	0	0		0	14	3	5.0500002	13	.2	2	10	11				4		1
211	1	0	1	1	0	0	0	0	0		2	35	4	5.0500002	4		2	7	15		.89999998		3	2	1
212	1	0	1	1	0	0	0	0	0		20	15	3	5.0500002	4	.52999997	2	7	16	1.05	.94	.88999999	2	2	1
213	1	1	1	1	0	0	0	0	0	2	12	17.5	4	5.0500002	19	.15000001	2	6.5	17.5	1.05	.94	.94	4	3	1
214	1	0	1	1	0	0	0	0	0	1	0	35	5	5.0500002			2	6.75	16.25	1.04	.93000001	.95999998	3	2	1
215	1	0	1	1	0	0	0	0	0		20	10	3	5.0500002	26	.15000001	3	7	16	.93000001	.83999997	.93000001	3	3	1
216	2	0	1	1	0	0	0	0	0		2	18	3	5.0500002	13	.2	2	11	10.5	1.05	.94	2.75	5	3	1
217	2	1	1	1	0	0	0	0	0		0	12	3	5.0500002	26	.2	1	10.5	10.5	.94	.73000002	2.3199999	4	4	1
218	2	1	1	1	0	0	0	0	0		5	3	3	5.0500002	26	.25	1	11	11	.94999999	.73000002	2.1900001	3	3	1
219	2	1	1	1	0	0	0	0	0		9	9	2	5.0500002	26	.18000001	1	10.5	10.5	.94	.73000002	2.53			1
220	2	0	1	1	0	0	0	0	0	1	3	12	3	5.0500002	13	.13	1	11	10	1.09	.89999998	2.75	4	3	1
221	2	0	1	1	0	0	0	0	0		1	15	3	5.0500002	13	.15000001	1	11	11	1.05	.94	2.53	4	3	1
222	3	1	1	1	0	0	0	0	0		2	15	3	5.0500002	26	.2	2	10	11.5	1.01	1.01	.88999999	3	1	1
223	3	1	1	1	0	0	0	0	0	2	3	20	3	5.0500002	28	.25	2	7	15	1.01	1.01	.94	3	2	1
225	3	1	1	1	0	0	0	0	0		12	25	4	5.0500002	4	.1	2	6	17	1.01	1.01	.94	5	3	1
226	4	0	1	1	0	0	0	0	0	1	0	26	2	5.3000002	52	.15000001	1	10.5	10.5	1	.85000002	.94	2	2	1
228	4	0	1	1	0	0	0	0	0		11	19	3	5.0500002			1	10.5	12.5	1	.83999997	.88999999	2		1
229	1	0	1	0	0	1	0	0	0		22	11	3	5.5	26	.15000001	2	8.5	13.5	1.01	.94	.94	4	3	1
230	1	0	1	0	0	1	0	0	0		15	17	3	5.0500002	26	.18000001	1	7	17	1.05	.94	.94	3	2	1
232	1	0	1	0	0	1	0	0	0	3	18	10	4	5.0500002	13	.25	2	7	15	1.05	.94999999	.94999999	3	2	1
233	1	0	1	0	0	1	0	0	0		15	7	3	5.0500002	26	.25	2	7	16	1.05	.94	.94	2	2	1
235	1	0	1	0	0	1	0	0	0	4		28	3	5.0500002	28	.5	2	8	15	1.11	1.11	1.03	4	2	1
237	1	0	1	0	0	1	0	0	0		9	17	4	5.0500002	4	.2	2	7	15.5	.94	.94	1	2	2	1
238	2	1	1	0	0	1	0	0	0		25	15	5	5.0500002	13	.25	1	11	12	1.05	1.05	2.3199999	5	3	1
239	2	0	1	0	0	1	0	0	0		0	19	2	5.0500002	26	.28	1	10.5	12.5	1.05	.83999997	2.3199999	5	3	1
243	3	1	1	0	0	1	0	0	0		7	22	3	5.0500002	26	.1	2	7	15.5	1.11	1.0599999	1.05	6	2	1
244	3	1	1	0	0	1	0	0	0		16	12	6	5.0500002	26	.25	2	7	17	1.11	1.12	1.05	5	3	1
247	4	0	1	0	0	1	0	0	0	7	0	40	4	5.0500002			2	10.5	15.5	1.11	1.09	2.0699999	2	2	1
248	4	0	1	0	0	1	0	0	0		10	14	6	5.0500002	26	.25	2	10	16	1.37	.94999999	2.03	2	1	1
249	1	0	1	1	0	0	0	0	1		10	12	3	5.0500002	4	.1	1	7	15	1.01	1.01	.94	3	2	1
250	2	1	1	1	0	0	0	0	1		2	4	3	5.0500002	6	.25	1	11	10	.94	.83999997	2.52	5	3	1
253	3	1	1	1	0	0	0	0	0		4	8	6	5.0500002	52	.23	2	7	16	1.23	1.11	2.28	3	2	1
257	1	0	1	1	0	0	0	0	1	2															1
258	1	0	1	1	0	0	0	0	0		20	18	3	5.0500002	13		2	6	18	1.08	.94	.83999997	3	3	1
260	1	1	1	1	0	0	0	0	0		4	26	5	5.0500002	8	.28	2	7	16	1.09	.94	.93000001	3	3	1
262	1	0	1	1	0	0	0	0	0		0	22.5	3	5.0500002		.25	2	6.5	17.5	1.08	1.02	.87	3	3	1
264	1	0	1	1	0	0	0	0	0	2	0	23	5	5.0500002	14		2	7	16	1.05	1.11	.94	3	3	1
265	1	0	1	1	0	0	0	0	0	1	0	0	0												1
267	1	0	1	1	0	0	0	0	0		30	25	5	5.0500002	26	.2	3	7	16	1.05	.88	.91000003	3	2	1
269	2	1	1	1	0	0	0	0	0	3	10	3	4	5.0500002	26	.17	2	11	11	.94	.73000002	2.3199999	4	3	1
273	2	1	1	1	0	0	0	0	0	2	2	11	3	5.0500002	6	.18000001	1	11	10	.94999999	.74000001	2.3199999	4	3	1
275	2	1	1	1	0	0	0	0	0	2	1	8	2	5.0500002	13	.38999999	1	11	10.5	.94	.73000002	2.3199999	4	2	1
277	2	1	1	1	0	0	0	0	0	1	1	14	3	5.0500002			1	11	10	.94	.73000002	2.3199999	3	3	1
278	2	1	1	1	0	0	0	0	0		0	9	4	5.0500002			1	11	11	.94999999	.73000002	2.3199999	5	3	1
282	3	1	1	1	0	0	0	0	0	1	0	0	0												1
284	3	1	1	1	0	0	0	0	0	1	6	12	3	5.0500002	26	.28	2	6	16	1.01	1.01	.94	4	3	1
285	3	1	1	1	0	0	0	0	0		3	15	3	5.0500002	52	.13	2	6	16	1.01	1.01	1.01	4	2	1
286	3	1	1	1	0	0	0	0	0	1	2	15	3	5.0500002	26	.18000001	2	10	11.5	1.02	1.01	.94	2	1	1
287	3	1	1	1	0	0	0	0	0		2	15	3	5.0500002	4	.15000001	2	6	16	1.01	1.01	.94	5	3	1
288	3	1	1	1	0	0	0	0	0		5	9	3	5.0500002	19	.15000001	2	6	16	1.01	1.01	.88999999	5	2	1
289	3	1	1	1	0	0	0	0	0		3	10	2	5.0500002	26	.25	2	7	15	1.01	1.01	2	6	3	1
290	4	0	1	1	0	0	0	0	0	1	0	23	2	5.0500002			1	10.5	11.5	1	.85000002	.94	2	2	1
291	4	0	1	1	0	0	0	0	0		5	16	3	5.0999999	17	.1	2	10.5	11.5	1	.85000002	.94	2	2	1
292	4	0	1	1	0	0	0	0	1		15	11	3	5.0500002	52	.25	1	7	16	1	.83999997	2.6900001	2	2	1
295	1	0	1	0	0	1	0	0	0	1		21	4	5.0500002	28	.18000001	2	6	18	1.05	.94	.94	3	3	1
297	1	1	1	0	0	1	0	0	0	2	15	30	4	5.0500002	26	.15000001	2	7	16	1.05	.94	.98000002	3	2	1
303	3	1	1	0	0	1	0	0	0		12	35	3	5.0500002	13	.15000001	2	7	16	1.05	1.05	1.05	5	3	1
304	3	0	1	0	0	1	0	0	0		10	15	4	5.0500002	26	.38	1	0	24	1.4	1.29	1.05	5	5	1
305	3	1	1	0	0	1	0	0	0	1	5	22	4	5.0500002	2	.34999999	1	6	18	1.37	1.3099999	1.05	5	4	1
307	3	1	1	0	0	1	0	0	0	1	25	25	6	5.1999998			2	0	24	1.26		1.05	5	5	1
310	4	0	1	0	0	1	0	0	0		3	23	3	5.0500002	26	.30000001	2	10.5	11.5	.97000003	.89999998	2.0599999	2	2	1
312	1	0	1	1	0	0	0	0	1		3	2	3	5.0500002	4	.25	1	9	10	1.26	1.05	1.02	3	1	1
313	1	0	1	1	0	0	0	0	1		0	30		5.0500002	8	.25	1	7	15	1	1.01	.88999999	3	3	1
314	1	0	1	1	0	0	0	0	1		15	6	4	5.25	13	.15000001	1	6	16	1.05	.74000001	.94	3	3	1
316	1	1	1	1	0	0	0	0	1		12	14	3	5.0500002	26	.15000001	2	7	16	1.05	.94	.94			1
317	1	0	1	1	0	0	0	0	1	1	4	0	3	5.0500002	8	.13	1	8	10.5	1.26	1.05	1.05	2	1	1
318	2	0	1	1	0	0	0	0	1		7	6	4	5.0500002	13	.5	1	10.5	11.5	1.11	.94999999	2.5899999	3	3	1
319	2	0	1	1	0	0	0	0	1		22	4	3	5.0500002	13	.25	1	10.5	11.5	.94999999	.89999998	2.4300001	4	3	1
322	3	1	1	1	0	0	0	0	1	1	12	5	4	5.0500002	13		2	7	15	.95999998	1.01	.94	6	3	1
325	3	1	1	1	0	0	0	0	1		1	15	3	5.0500002	26	.1	2	7	15	1.02	1.01	1.01	6	3	1
333	1	0	1	0	1	0	0	0	0		3	20	3	5.0500002	13	.18000001	2	7	15	1.04	.87	.87	3	3	1
336	1	0	1	1	0	0	0	0	0		10	20	5	5.0500002	6	.2	2	6	16	.94999999	1.05	.94	3	3	1
337	1	1	1	1	0	0	0	0	0		25	5	3	5.0500002	26		2	7	17						1
339	1	1	1	1	0	0	0	0	0		5	9	2	5.0500002	13	.25	1	7	16	.94999999	.94999999	.94999999	3	3	1
340	1	0	1	1	0	0	0	0	0		15	17	2	5.0500002	8	.15000001	2	6	16	1.05	.83999997	.83999997	5	4	1
341	2	1	1	1	0	0	0	0	0		3	7	3	5.0500002			1	11	11	.89999998	.83999997	2.3199999	4	2	1
343	2	1	1	1	0	0	0	0	0	4	4	11	2	5.0500002	6	.15000001	2	11	12	.94999999	.85000002	2.3199999	4	3	1
346	2	1	1	1	0	0	0	0	0		3	12	3				1	11	11	.85000002					1
348	3	1	1	0	1	0	0	0	0	1	0	0	0												1
350	3	1	1	1	0	0	0	0	0	1	5	20	2	5.0500002	13	.23	2	6	17	1.01	1.01	.88999999	5	4	1
351	3	1	1	1	0	0	0	0	0	2	10	20	4	5.0500002	52	.52999997	2	6	16	1.01	1.01	.73000002	4	2	1
352	3	1	1	0	0	1	0	0	0	9										.94999999	.94999999	.88999999			1
353	3	1	1	1	0	0	0	0	0	4		31	4	5.0500002	28		2	6	16	1.01	1.01	.88999999	3	3	1
355	4	0	1	0	1	0	0	0	0		3	17	2				1	10.5	11.5	1	.85000002	.88999999	2	2	1
359	1	1	1	1	0	0	0	0	0		0	26	4	5.0500002	26	.25	2	7	16	1.05	.87	.81999999	3	2	1
360	1	0	1	1	0	0	0	0	0		5	32	7	5.0500002	4	.25	2	7	16	1.05	.87	.81999999	3	3	1
361	1	0	1	1	0	0	0	0	0		4	23	6	5.0500002	26	.18000001	2	7	16	.89999998	.93000001	.92000002	3	2	1
362	2	0	1	1	0	0	0	0	0		24	4	4	5.0500002	13	.18000001	1	10.5	12.5	1.05	.83999997	2.4300001	5	3	1
363	2	0	1	1	0	0	0	0	0		14	7	2	5.1999998	4	.13	2	10.5	12.5	1.01	.80000001	2.4300001	4	4	1
364	2	0	1	1	0	0	0	0	0		1	30	4	5.0500002	52	.25	1	10.5	12.5	1.05	.83999997	2.4300001	5	3	1
366	3	0	1	1	0	0	0	0	0	1	1	19	4	5.0500002	13	.25	2	10.5	11.5	1.01	.89999998	.63	4	3	1
368	4	0	1	1	0	0	0	0	0		0	25	2	5.0500002	19	.15000001	1	10.5	11.5	1	.85000002	.94999999	2	2	1
369	1	1	1	0	0	1	0	0	0		0	0	0												1
370	1	0	1	0	0	1	0	0	0		26	5	3	5.0500002		.1	3	7	16				3	2	1
376	1	0	1	0	0	1	0	0	0	2	0	17	3	5.0500002	15	.2	2	8	14	1.26	1.01	1	3	3	1
377	1	0	1	0	0	1	0	0	0		11	12	3	5.0500002	26	.2	2	8	14	1.05	.94999999	.94	3	1	1
379	1	0	1	0	0	1	0	0	0	1	28	6	3	5.0500002	52	.15000001	1	7	16	1.0599999	1.0599999	1.0599999	3	2	1
380	1	0	1	0	0	1	0	0	0		15	14	3	5.0500002	26	.13	1	7	16	1.05	.94	.94	3	2	1
383	1	0	1	0	0	1	0	0	0	2	7	2	2	5.0500002	26	.38	1	7	16	1.16	1.01	1.05	2	2	1
384	1	0	1	0	0	1	0	0	0		0	30	3	5.0500002	26	.1	3	7	16	1.05	1.05	.88999999	3	2	1
385	1	0	1	0	0	1	0	0	0	4	15	14	3	5.0500002	28	.1	2	7	17	1.16	1.22	.41	3	3	1
386	1	0	1	0	0	1	0	0	0		14	10	4	5.0500002	26	.25	1	7	17	1.05	.94999999	.94999999	4	2	1
391	2	0	1	0	0	1	0	0	0	2	12	7	2	5.0500002			2	11	10	1.05	1.05	2.6400001	4	3	1
393	2	1	1	0	0	1	0	0	0	3	18	4	3	5.25	13	.25	1	11	11	1.16	1.26	2.75	3	2	1
396	3	1	1	0	0	1	0	0	0		8	30	3	5.4000001	26	.1	2	7	16	1.11	1.05	1.05	5	3	1
397	3	1	1	0	0	1	0	0	0	9	6	15	3	5.0500002	52	.23999999	2	6	17	1.17	1.0599999	2.1099999	4	3	1
398	3	1	1	0	0	1	0	0	0	2	25	15	3	5.0500002	28		2	6	17	1.11	1.0599999	1.05	5	3	1
399	3	1	1	0	0	1	0	0	0		18	18	4	5.0500002	26	.23	2	7	16	1.26	1.08	1.05	7	4	1
400	3	1	1	0	0	1	0	0	0		8	24	3	5.0500002	41	.15000001	2	7	16	1.17	1.01	1.05	5	3	1
401	3	0	1	0	0	1	0	0	0	2	5	27	4	5.0500002	26	.15000001	2	6	16	1.12	1.05	1.05	6	4	1
402	3	1	1	0	0	1	0	0	0		17	5	2	5.0500002	26	.13	2	7	15	1.11	1.05	1.05	4	1	1
405	3	1	1	0	0	1	0	0	0		1.5	15	3	5.0500002	26	.15000001	2	7	16	1.12	1.01	1.05	6	3	1
410	1	0	1	0	0	1	0	0	0		0	35	3	5.0500002	26	.1	2	7	16	1.1900001	.98000002	1.01	4	3	1
411	1	0	1	0	0	1	0	0	0		4	36	3	5.0500002	4	.13	2	7	16	1.15	1.01	1.01	5	4	1
412	2	0	1	0	1	0	0	0	0		0	13	2	5.0500002			1	11	11	1.15	1.05	2.6400001	5	3	1
413	1	0	1	0	0	1	0	0	0		0	20	3	5.0500002	26	.13	1	7	17	1.11	1.01	1.05	4	2	1
414	1	0	1	0	0	1	0	0	0		13	9	4	5.0500002	26	.38	3	7	16	1.15	.94999999	1.13	4	3	1
415	1	0	1	0	0	1	0	0	0		0	38	4	5.0500002	52		2	7	16	1.05	.89999998	1.04	4	2	1
417	1	1	1	0	0	1	0	0	0		13	17	4	5.0500002	26	.15000001	3	7	16	1.11	1.09	1	3	2	1
418	1	0	1	0	0	1	0	0	0		0	35	4	5.0500002	26	.15000001	2	7	16	1.03	.89999998	.58999997	3	3	1
419	2	1	1	0	0	1	0	0	0	4	5	5	2	5.0500002			1	11	11	1.05	.83999997	2.53	4	3	1
421	2	1	1	0	0	1	0	0	0	3	25	7	8	5.0500002	4	1	2	10.5	13	1.05	.83999997	2.3199999	4	2	1
422	2	0	1	0	0	1	0	0	0	2	5	10	6	5.0500002			1	11	11	1.01	.83999997	2.3199999	4	4	1
423	2	1	1	0	0	1	0	0	0	1	19	3.5	3	5.25	13	.5	1	11	11	1.05	.83999997	2.3199999	3	2	1
424	2	1	1	0	0	1	0	0	0	1	12	3	4	5.25	19	.5	1	11	14	1.05	.94	2.3199999	5	3	1
426	3	1	1	0	0	1	0	0	0		5	25	3	5.0500002	19	.25	2	6	18	1.11	1.05	1.05	6	5	1
427	4	0	1	0	0	1	0	0	0	4	0	35	3	5.0500002			2	10.5	12.5	1.11	1.09	2.0699999	2	2	1
428	4	0	1	0	0	1	0	0	0		10	24	3	5.1399999	13	.1	2	10.5	12.5	1.05	.88999999	2.1099999	2	2	1
